SID,URL,MITRE Technique ID,Rule
1129,https://snort.org/rule_docs/1-1129,['T1218'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP .htaccess access""; flow:to_server,established; http_uri; content:"".htaccess"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; T1170; classtype:attempted-recon; sid:1129; rev:16; )"
1141,https://snort.org/rule_docs/1-1141,['T1190'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP handler access""; flow:to_server,established; http_uri; content:""/handler"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,380; reference:cve,1999-0148; reference:nessus,10100; classtype:web-application-activity; sid:1141; rev:19; )"
1142,https://snort.org/rule_docs/1-1142,['T1074'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP /.... access""; flow:to_server,established; content:""/....""; metadata:ruleset community; service:http; classtype:attempted-recon; sid:1142; rev:11; )"
1147,https://snort.org/rule_docs/1-1147,['T1190'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP cat_ access""; flow:to_server,established; http_uri; content:""cat "",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,374; reference:cve,1999-0039; classtype:attempted-recon; sid:1147; rev:21; )"
1280,https://snort.org/rule_docs/1-1280,['T1592'],"alert udp $EXTERNAL_NET any -> $HOME_NET 111 ( msg:""PROTOCOL-RPC portmap listing UDP 111""; flow:to_server; content:""|00 01 86 A0|"",depth 4,offset 12; content:""|00 00 00 04|"",within 4,distance 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; service:sunrpc; classtype:rpc-portmap-decode; sid:1280; rev:18; )"
1288,https://snort.org/rule_docs/1-1288,['T1119'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-OTHER Microsoft Frontpage /_vti_bin/ access""; flow:to_server,established; http_uri; content:""/_vti_bin/"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:nessus,11032; classtype:web-application-activity; sid:1288; rev:18; )"
1292,https://snort.org/rule_docs/1-1292,['T1592'],"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE directory listing""; flow:established; content:""Volume Serial Number""; metadata:ruleset community; classtype:bad-unknown; sid:1292; rev:12; )"
1325,https://snort.org/rule_docs/1-1325,['T1204'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $SSH_PORTS ( msg:""INDICATOR-SHELLCODE ssh CRC32 overflow filler""; flow:to_server,established; content:""|00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,2347; reference:cve,2001-0144; reference:cve,2001-0572; classtype:shellcode-detect; sid:1325; rev:14; )"
1394,https://snort.org/rule_docs/1-1394,['T1204'],"alert ip $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SHELLCODE x86 inc ecx NOOP""; content:""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""; metadata:ruleset community; classtype:shellcode-detect; sid:1394; rev:17; )"
1425,https://snort.org/rule_docs/1-1425,['T1155'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP content-disposition file upload attempt""; flow:to_server,established; http_header; content:""Content-Disposition|3A|"",nocase; pkt_data; content:""form-data|3B|"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,4183; reference:cve,2002-0081; reference:nessus,10867; classtype:web-application-attack; sid:1425; rev:22; )"
1434,https://snort.org/rule_docs/1-1434,['T1552'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP .bash_history access""; flow:to_server,established; http_uri; content:""/.bash_history""; metadata:ruleset community; service:http; reference:bugtraq,337; reference:cve,1999-0408; T1139; classtype:web-application-attack; sid:1434; rev:15; )"
1443,https://snort.org/rule_docs/1-1443,['T1213'],"alert udp any any -> any 69 ( msg:""PROTOCOL-TFTP GET passwd""; flow:to_server; content:""|00 01|"",depth 2; content:""passwd"",offset 2,nocase; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2021-1437; reference:url,tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-aironet-info-disc-BfWqghj; classtype:successful-admin; sid:1443; rev:12; )"
1444,https://snort.org/rule_docs/1-1444,['T1213'],"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP Get""; flow:to_server; content:""|00 01|"",depth 2; metadata:policy max-detect-ips drop,ruleset community; classtype:bad-unknown; sid:1444; rev:10; )"
1564,https://snort.org/rule_docs/1-1564,['T1190'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP login.htm access""; flow:to_server,established; http_uri; content:""/login.htm"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,665; reference:cve,1999-1533; classtype:web-application-activity; sid:1564; rev:14; )"
1579,https://snort.org/rule_docs/1-1579,['T1133'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Domino webadmin.nsf access""; flow:to_server,established; http_uri; content:""/webadmin.nsf"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,9900; reference:bugtraq,9901; reference:cve,2004-2310; reference:cve,2004-2311; reference:cve,2004-2369; reference:nessus,10629; classtype:attempted-recon; sid:1579; rev:16; )"
1603,https://snort.org/rule_docs/1-1603,['T1592'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP DELETE attempt""; flow:to_server,established; content:""DELETE "",depth 7,nocase; metadata:ruleset community; service:http; reference:nessus,10498; classtype:web-application-activity; sid:1603; rev:13; )"
1604,https://snort.org/rule_docs/1-1604,['T1567'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 4080 ( msg:""SERVER-WEBAPP iChat directory traversal attempt""; flow:to_server,established; content:""/../../""; metadata:ruleset community; service:http; reference:cve,1999-0897; classtype:web-application-activity; sid:1604; rev:12; )"
1676,https://snort.org/rule_docs/1-1676,['T1213'],"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE select union attempt""; flow:to_server,established; content:""select "",nocase; content:"" union "",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1676; rev:7; )"
1692,https://snort.org/rule_docs/1-1692,['T1565'],"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE drop table attempt""; flow:to_server,established; content:""drop table"",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1692; rev:7; )"
1693,https://snort.org/rule_docs/1-1693,['T1190'],"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE create table attempt""; flow:to_server,established; content:""create table"",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1693; rev:8; )"
1808,https://snort.org/rule_docs/1-1808,['T1190'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Apache chunked-encoding memory corruption exploit attempt""; flow:to_server,established; http_header; content:""|C0|PR|89 E1|PQRP|B8 3B 00 00 00 CD 80|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,5033; reference:cve,2002-0392; classtype:web-application-activity; sid:1808; rev:17; )"
1809,https://snort.org/rule_docs/1-1809,['T1190'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-APACHE Apache chunked-encoding worm attempt""; flow:to_server,established; http_header; content:""X-CCCCCCC|3A 20|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,4474; reference:bugtraq,4485; reference:bugtraq,5033; reference:cve,2002-0071; reference:cve,2002-0079; reference:cve,2002-0392; reference:nessus,10932; classtype:web-application-attack; sid:1809; rev:20; )"
1852,https://snort.org/rule_docs/1-1852,['T1593'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP robots.txt access""; flow:to_server,established; http_uri; content:""/robots.txt"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:nessus,10302; classtype:web-application-activity; sid:1852; rev:11; )"
1859,https://snort.org/rule_docs/1-1859,['T1078'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 9090 ( msg:""SERVER-WEBAPP Oracle JavaServer default password login attempt""; flow:to_server,established; content:""/servlet/admin""; content:""ae9f86d6beaa3f9ecb9a5b7e072a4138""; metadata:ruleset community; service:http; reference:nessus,10995; T1078; classtype:default-login-attempt; sid:1859; rev:14; )"
1860,https://snort.org/rule_docs/1-1860,['T1078'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 ( msg:""SERVER-WEBAPP Linksys router default password login attempt""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; pcre:""/^Authorization\x3a(\s*|\s*\r?\n\s+)Basic\s+OmFkbWlu/ims""; metadata:ruleset community; service:http; reference:nessus,10999; T1078; classtype:default-login-attempt; sid:1860; rev:15; )"
1861,https://snort.org/rule_docs/1-1861,['T1078'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 8080 ( msg:""SERVER-WEBAPP Linksys router default username and password login attempt""; flow:to_server,established; content:""YWRtaW46YWRtaW4""; pcre:""/^Authorization\x3a\s*Basic\s+(?-i)YWRtaW46YWRtaW4[=\s]/ims""; metadata:ruleset community; service:http; reference:nessus,10999; T1078; classtype:default-login-attempt; sid:1861; rev:18; )"
1882,https://snort.org/rule_docs/1-1882,['T1166'],"alert ip $HOME_NET any -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE id check returned userid""; content:""uid="",nocase; content:"" gid="",distance 0; pcre:""/uid=\d{1,5}\S+\s+gid=\d{1,5}/ims""; metadata:policy max-detect-ips drop,ruleset community; classtype:bad-unknown; sid:1882; rev:20; )"
1950,https://snort.org/rule_docs/1-1950,['T1040'],"alert udp $EXTERNAL_NET any -> $HOME_NET 111 ( msg:""PROTOCOL-RPC portmap SET attempt UDP 111""; flow:to_server; content:""|00 01 86 A0|"",depth 4,offset 12; content:""|00 00 00 01|"",within 4,distance 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; service:sunrpc; classtype:rpc-portmap-decode; sid:1950; rev:13; )"
2044,https://snort.org/rule_docs/1-2044,['T1595'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 1723 ( msg:""POLICY-OTHER PPTP Start Control Request attempt""; flow:to_server,established,no_stream; content:""|00 01|"",depth 2,offset 2; content:""|00 01|"",depth 2,offset 8; metadata:ruleset community; classtype:attempted-admin; sid:2044; rev:8; )"
2056,https://snort.org/rule_docs/1-2056,['T1078'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP TRACE attempt""; flow:to_server,established; content:""TRACE"",depth 5; metadata:ruleset community; service:http; reference:bugtraq,9561; reference:cve,2003-1567; reference:cve,2004-2320; reference:cve,2010-0360; reference:nessus,11213; classtype:web-application-attack; sid:2056; rev:12; )"
2145,https://snort.org/rule_docs/1-2145,['T1078'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP TextPortal admin.php default password admin attempt""; flow:to_server,established; http_uri; content:""/admin.php""; pkt_data; content:""op=admin_enter""; content:""password=admin"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,7673; reference:nessus,11660; T1078; classtype:web-application-activity; sid:2145; rev:12; )"
2146,https://snort.org/rule_docs/1-2146,['T1078'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP TextPortal admin.php default password 12345 attempt""; flow:to_server,established; http_uri; content:""/admin.php""; pkt_data; content:""op=admin_enter""; content:""password=12345"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,7673; reference:nessus,11660; T1078; classtype:web-application-activity; sid:2146; rev:12; )"
2230,https://snort.org/rule_docs/1-2230,['T1078'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP NetGear router default password login attempt admin/password""; flow:to_server,established; http_header; content:""Authorization|3A|"",nocase; content:""YWRtaW46cGFzc3dvcmQ"",nocase; pcre:""/^Authorization\x3a(\s*|\s*\r?\n\s+)Basic\s+YWRtaW46cGFzc3dvcmQ/ims""; metadata:ruleset community; service:http; reference:nessus,11737; T1078; classtype:default-login-attempt; sid:2230; rev:17; )"
2278,https://snort.org/rule_docs/1-2278,['T1204'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP HTTP request with negative Content-Length attempt""; flow:to_server,established; http_header; content:""Content-Length|3A|"",nocase; content:!""|0D|"",within 10; content:!""|0A|"",within 10; pcre:""/Content-Length\x3A\s*[2-9][0-9]{9}/i""; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:bugtraq,16354; reference:bugtraq,17879; reference:bugtraq,54055; reference:bugtraq,9098; reference:bugtraq,9476; reference:bugtraq,9576; reference:cve,2004-0095; reference:cve,2005-3653; reference:cve,2006-2162; reference:cve,2006-3655; reference:cve,2014-9192; reference:cve,2015-5343; reference:cve,2017-1000470; classtype:misc-attack; sid:2278; rev:36; )"
2381,https://snort.org/rule_docs/1-2381,['T1190'],"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Checkpoint Firewall-1 HTTP parsing format string vulnerability attempt""; flow:to_server,established; http_method; content:""HEAD""; http_uri; content:""|3A|/"",offset 11; pcre:""/^[^\x3a\x3f]{11,}\x3a\x2f/ims""; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:bugtraq,9581; reference:cve,2004-0039; reference:nessus,12084; classtype:attempted-admin; sid:2381; rev:21; )"
2547,https://snort.org/rule_docs/1-2547,['T1190'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin remote file upload attempt""; flow:to_server,established; http_uri; content:""/plugins/hpjwja/script/devices_update_printer_fw_upload.hts"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,9971; reference:cve,2004-1856; classtype:web-application-activity; sid:2547; rev:11; )"
2548,https://snort.org/rule_docs/1-2548,['T1531'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin setinfo access attempt""; flow:to_server,established; http_uri; content:""/plugins/hpjdwm/script/test/setinfo.hts"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,9972; reference:cve,2004-1856; reference:cve,2004-1857; reference:nessus,12120; classtype:web-application-activity; sid:2548; rev:10; )"
2549,https://snort.org/rule_docs/1-2549,['T1106'],"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin file write attempt""; flow:to_server,established; http_uri; content:""/plugins/framework/script/tree.xms"",fast_pattern,nocase; http_client_body; content:""WriteToFile"",nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,9973; classtype:web-application-activity; sid:2549; rev:7; )"
2589,https://snort.org/rule_docs/1-2589,['T1203'],"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""OS-WINDOWS Microsoft Windows Content-Disposition CLSID command attempt""; flow:to_client,established; http_header; content:""Content-Disposition|3A|"",nocase; content:""{3050f4d8-98B5-11CF-BB82-00AA00BDCE0B}""; content:""%2e"",within 50,nocase; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:bugtraq,9510; reference:cve,2004-0420; reference:url,docs.microsoft.com/en-us/security-updates/SecurityBulletins/2004/ms04-024; classtype:attempted-user; sid:2589; rev:19; )"
2922,https://snort.org/rule_docs/1-2922,['T1071'],"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""PROTOCOL-DNS TCP inverse query""; flow:to_server,established; byte_test:1,<,16,4; byte_test:1,&,8,4; metadata:policy max-detect-ips drop,ruleset community; service:dns; reference:bugtraq,2321; reference:cve,2001-0012; reference:nessus,10605; classtype:attempted-recon; sid:2922; rev:12; )"
4060,https://snort.org/rule_docs/1-4060,['T1021'],nan
4126,https://snort.org/rule_docs/1-4126,['T1078'],nan
4236,https://snort.org/rule_docs/1-4236,['T1047'],nan
4916,https://snort.org/rule_docs/1-4916,['T1027'],nan
4917,https://snort.org/rule_docs/1-4917,['T1027'],nan
5742,https://snort.org/rule_docs/1-5742,['T1056'],nan
5759,https://snort.org/rule_docs/1-5759,['T1056'],nan
5777,https://snort.org/rule_docs/1-5777,['T1056'],nan
5778,https://snort.org/rule_docs/1-5778,['T1056'],nan
5779,https://snort.org/rule_docs/1-5779,['T1056'],nan
5780,https://snort.org/rule_docs/1-5780,['T1056'],nan
5781,https://snort.org/rule_docs/1-5781,['T1056'],nan
5782,https://snort.org/rule_docs/1-5782,['T1056'],nan
5783,https://snort.org/rule_docs/1-5783,['T1056'],nan
5784,https://snort.org/rule_docs/1-5784,['T1056'],nan
5790,https://snort.org/rule_docs/1-5790,['T1056'],nan
5880,https://snort.org/rule_docs/1-5880,['T1056'],nan
5881,https://snort.org/rule_docs/1-5881,['T1056'],nan
5882,https://snort.org/rule_docs/1-5882,['T1056'],nan
6190,https://snort.org/rule_docs/1-6190,['T1056'],nan
6207,https://snort.org/rule_docs/1-6207,['T1056'],nan
6208,https://snort.org/rule_docs/1-6208,['T1056'],nan
6220,https://snort.org/rule_docs/1-6220,['T1056'],nan
6221,https://snort.org/rule_docs/1-6221,['T1056'],nan
6340,https://snort.org/rule_docs/1-6340,['T1056'],nan
6365,https://snort.org/rule_docs/1-6365,['T1014'],nan
6383,https://snort.org/rule_docs/1-6383,['T1056'],nan
6384,https://snort.org/rule_docs/1-6384,['T1056'],nan
6385,https://snort.org/rule_docs/1-6385,['T1056'],nan
6386,https://snort.org/rule_docs/1-6386,['T1056'],nan
