SID,URL,MITRE Technique ID,Rule,,
1280,https://snort.org/rule_docs/1-1280,1592.004,"alert udp $EXTERNAL_NET any -> $HOME_NET 111 ( msg:""PROTOCOL-RPC portmap listing UDP 111""; flow:to_server; content:""|00 01 86 A0|"",depth 4,offset 12; content:""|00 00 00 04|"",within 4,distance 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; service:sunrpc; classtype:rpc-portmap-decode; sid:1280; rev:18; )",,
1288,https://snort.org/rule_docs/1-1288,1119,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-OTHER Microsoft Frontpage /_vti_bin/ access""; flow:to_server,established; http_uri; content:""/_vti_bin/"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:nessus,11032; classtype:web-application-activity; sid:1288; rev:18; )",,
1292,https://snort.org/rule_docs/1-1292,1592,"alert tcp $HOME_NET any -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE directory listing""; flow:established; content:""Volume Serial Number""; metadata:ruleset community; classtype:bad-unknown; sid:1292; rev:12; )",,
1325,https://snort.org/rule_docs/1-1325,1204,"alert tcp $EXTERNAL_NET any -> $HOME_NET $SSH_PORTS ( msg:""INDICATOR-SHELLCODE ssh CRC32 overflow filler""; flow:to_server,established; content:""|00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; reference:bugtraq,2347; reference:cve,2001-0144; reference:cve,2001-0572; classtype:shellcode-detect; sid:1325; rev:14; )",,
1394,https://snort.org/rule_docs/1-1394,1204,"alert ip $EXTERNAL_NET any -> $HOME_NET any ( msg:""INDICATOR-SHELLCODE x86 inc ecx NOOP""; content:""AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA""; metadata:ruleset community; classtype:shellcode-detect; sid:1394; rev:17; )",,
1425,https://snort.org/rule_docs/1-1425,1155,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP content-disposition file upload attempt""; flow:to_server,established; http_header; content:""Content-Disposition|3A|"",nocase; pkt_data; content:""form-data|3B|"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,4183; reference:cve,2002-0081; reference:nessus,10867; classtype:web-application-attack; sid:1425; rev:22; )",,
1443,https://snort.org/rule_docs/1-1443,1213,"alert udp any any -> any 69 ( msg:""PROTOCOL-TFTP GET passwd""; flow:to_server; content:""|00 01|"",depth 2; content:""passwd"",offset 2,nocase; metadata:policy max-detect-ips drop,ruleset community; reference:cve,2021-1437; reference:url,tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-aironet-info-disc-BfWqghj; classtype:successful-admin; sid:1443; rev:12; )",,
1444,https://snort.org/rule_docs/1-1444,1213,"alert udp $EXTERNAL_NET any -> $HOME_NET 69 ( msg:""PROTOCOL-TFTP Get""; flow:to_server; content:""|00 01|"",depth 2; metadata:policy max-detect-ips drop,ruleset community; classtype:bad-unknown; sid:1444; rev:10; )",,
1564,https://snort.org/rule_docs/1-1564,1190,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP login.htm access""; flow:to_server,established; http_uri; content:""/login.htm"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,665; reference:cve,1999-1533; classtype:web-application-activity; sid:1564; rev:14; )",,
1579,https://snort.org/rule_docs/1-1579,1133,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Domino webadmin.nsf access""; flow:to_server,established; http_uri; content:""/webadmin.nsf"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,9900; reference:bugtraq,9901; reference:cve,2004-2310; reference:cve,2004-2311; reference:cve,2004-2369; reference:nessus,10629; classtype:attempted-recon; sid:1579; rev:16; )",,
1603,https://snort.org/rule_docs/1-1603,1592,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP DELETE attempt""; flow:to_server,established; content:""DELETE "",depth 7,nocase; metadata:ruleset community; service:http; reference:nessus,10498; classtype:web-application-activity; sid:1603; rev:13; )",,
1604,https://snort.org/rule_docs/1-1604,1567,"alert tcp $EXTERNAL_NET any -> $HOME_NET 4080 ( msg:""SERVER-WEBAPP iChat directory traversal attempt""; flow:to_server,established; content:""/../../""; metadata:ruleset community; service:http; reference:cve,1999-0897; classtype:web-application-activity; sid:1604; rev:12; )",,
1676,https://snort.org/rule_docs/1-1676,1213,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE select union attempt""; flow:to_server,established; content:""select "",nocase; content:"" union "",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1676; rev:7; )",,
1692,https://snort.org/rule_docs/1-1692,1565,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE drop table attempt""; flow:to_server,established; content:""drop table"",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1692; rev:7; )",,
1693,https://snort.org/rule_docs/1-1693,1190,"alert tcp $EXTERNAL_NET any -> $SQL_SERVERS $ORACLE_PORTS ( msg:""SERVER-ORACLE create table attempt""; flow:to_server,established; content:""create table"",nocase; metadata:ruleset community; classtype:protocol-command-decode; sid:1693; rev:8; )",,
1808,https://snort.org/rule_docs/1-1808,1190,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Apache chunked-encoding memory corruption exploit attempt""; flow:to_server,established; http_header; content:""|C0|PR|89 E1|PQRP|B8 3B 00 00 00 CD 80|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,5033; reference:cve,2002-0392; classtype:web-application-activity; sid:1808; rev:17; )",,
1809,https://snort.org/rule_docs/1-1809,1190,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-APACHE Apache chunked-encoding worm attempt""; flow:to_server,established; http_header; content:""X-CCCCCCC|3A 20|"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,4474; reference:bugtraq,4485; reference:bugtraq,5033; reference:cve,2002-0071; reference:cve,2002-0079; reference:cve,2002-0392; reference:nessus,10932; classtype:web-application-attack; sid:1809; rev:20; )",,
1852,https://snort.org/rule_docs/1-1852,1593,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP robots.txt access""; flow:to_server,established; http_uri; content:""/robots.txt"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:nessus,10302; classtype:web-application-activity; sid:1852; rev:11; )",,
1882,https://snort.org/rule_docs/1-1882,1166,"alert ip $HOME_NET any -> $EXTERNAL_NET any ( msg:""INDICATOR-COMPROMISE id check returned userid""; content:""uid="",nocase; content:"" gid="",distance 0; pcre:""/uid=\d{1,5}\S+\s+gid=\d{1,5}/ims""; metadata:policy max-detect-ips drop,ruleset community; classtype:bad-unknown; sid:1882; rev:20; )",,
1950,https://snort.org/rule_docs/1-1950,1040,"alert udp $EXTERNAL_NET any -> $HOME_NET 111 ( msg:""PROTOCOL-RPC portmap SET attempt UDP 111""; flow:to_server; content:""|00 01 86 A0|"",depth 4,offset 12; content:""|00 00 00 01|"",within 4,distance 4; content:""|00 00 00 00|"",depth 4,offset 4; metadata:policy max-detect-ips drop,ruleset community; service:sunrpc; classtype:rpc-portmap-decode; sid:1950; rev:13; )",,
2044,https://snort.org/rule_docs/1-2044,1595.002,"alert tcp $EXTERNAL_NET any -> $HOME_NET 1723 ( msg:""POLICY-OTHER PPTP Start Control Request attempt""; flow:to_server,established,no_stream; content:""|00 01|"",depth 2,offset 2; content:""|00 01|"",depth 2,offset 8; metadata:ruleset community; classtype:attempted-admin; sid:2044; rev:8; )",,
2056,https://snort.org/rule_docs/1-2056,1078,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-WEBAPP TRACE attempt""; flow:to_server,established; content:""TRACE"",depth 5; metadata:ruleset community; service:http; reference:bugtraq,9561; reference:cve,2003-1567; reference:cve,2004-2320; reference:cve,2010-0360; reference:nessus,11213; classtype:web-application-attack; sid:2056; rev:12; )",,
2278,https://snort.org/rule_docs/1-2278,1204,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP HTTP request with negative Content-Length attempt""; flow:to_server,established; http_header; content:""Content-Length|3A|"",nocase; content:!""|0D|"",within 10; content:!""|0A|"",within 10; pcre:""/Content-Length\x3A\s*[2-9][0-9]{9}/i""; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:bugtraq,16354; reference:bugtraq,17879; reference:bugtraq,54055; reference:bugtraq,9098; reference:bugtraq,9476; reference:bugtraq,9576; reference:cve,2004-0095; reference:cve,2005-3653; reference:cve,2006-2162; reference:cve,2006-3655; reference:cve,2014-9192; reference:cve,2015-5343; reference:cve,2017-1000470; classtype:misc-attack; sid:2278; rev:36; )",,
2381,https://snort.org/rule_docs/1-2381,1190,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS ( msg:""SERVER-WEBAPP Checkpoint Firewall-1 HTTP parsing format string vulnerability attempt""; flow:to_server,established; http_method; content:""HEAD""; http_uri; content:""|3A|/"",offset 11; pcre:""/^[^\x3a\x3f]{11,}\x3a\x2f/ims""; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:bugtraq,9581; reference:cve,2004-0039; reference:nessus,12084; classtype:attempted-admin; sid:2381; rev:21; )",,
2547,https://snort.org/rule_docs/1-2547,1190,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin remote file upload attempt""; flow:to_server,established; http_uri; content:""/plugins/hpjwja/script/devices_update_printer_fw_upload.hts"",fast_pattern,nocase; metadata:ruleset community; service:http; reference:bugtraq,9971; reference:cve,2004-1856; classtype:web-application-activity; sid:2547; rev:11; )",,
2548,https://snort.org/rule_docs/1-2548,1531,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin setinfo access attempt""; flow:to_server,established; http_uri; content:""/plugins/hpjdwm/script/test/setinfo.hts"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,9972; reference:cve,2004-1856; reference:cve,2004-1857; reference:nessus,12120; classtype:web-application-activity; sid:2548; rev:10; )",,
2549,https://snort.org/rule_docs/1-2549,1106,"alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""SERVER-OTHER HP Web JetAdmin file write attempt""; flow:to_server,established; http_uri; content:""/plugins/framework/script/tree.xms"",fast_pattern,nocase; http_client_body; content:""WriteToFile"",nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; reference:bugtraq,9973; classtype:web-application-activity; sid:2549; rev:7; )",,
2589,https://snort.org/rule_docs/1-2589,1203,"alert tcp $EXTERNAL_NET $HTTP_PORTS -> $HOME_NET any ( msg:""OS-WINDOWS Microsoft Windows Content-Disposition CLSID command attempt""; flow:to_client,established; http_header; content:""Content-Disposition|3A|"",nocase; content:""{3050f4d8-98B5-11CF-BB82-00AA00BDCE0B}""; content:""%2e"",within 50,nocase; metadata:policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:bugtraq,9510; reference:cve,2004-0420; reference:url,docs.microsoft.com/en-us/security-updates/SecurityBulletins/2004/ms04-024; classtype:attempted-user; sid:2589; rev:19; )",,
2922,https://snort.org/rule_docs/1-2922,1071,"alert tcp $EXTERNAL_NET any -> $HOME_NET 53 ( msg:""PROTOCOL-DNS TCP inverse query""; flow:to_server,established; byte_test:1,<,16,4; byte_test:1,&,8,4; metadata:policy max-detect-ips drop,ruleset community; service:dns; reference:bugtraq,2321; reference:cve,2001-0012; reference:nessus,10605; classtype:attempted-recon; sid:2922; rev:12; )",,
8445,https://snort.org/rule_docs/1-8445,1204,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""FILE-OFFICE Microsoft Windows RTF file with embedded object package download attempt""; flow:to_client,established; file_data; content:""{|5C|rt"",nocase; content:""{|5C|object|5C|objemb{|5C|*|5C|objclass Package}"",distance 0,nocase; flowbits:set,file.rtf.embed; metadata:policy max-detect-ips alert,policy security-ips alert,ruleset community; service:ftp-data,http,imap,pop3; reference:cve,2006-4692; reference:url,technet.microsoft.com/en-us/security/bulletin/ms06-065; classtype:misc-activity; sid:8445; rev:17; )",,
23621,https://snort.org/rule_docs/1-23621,1189,"alert tcp $EXTERNAL_NET $FILE_DATA_PORTS -> $HOME_NET any ( msg:""INDICATOR-OBFUSCATION known packer routine with secondary obfuscation""; flow:to_client,established; file_data; content:""eval(function(p,a,c,k,e,r)"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:ftp-data,http,imap,pop3; reference:url,attack.mitre.org/techniques/T1027; reference:url,attack.mitre.org/techniques/T1140; reference:url,dean.edwards.name/packer/; classtype:misc-activity; sid:23621; rev:9; )",,
25521,https://snort.org/rule_docs/1-25521,1071.001,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""OS-MOBILE Android User-Agent detected""; flow:to_server,established; http_header; content:""User-Agent|3A|""; content:""android"",distance 0,fast_pattern,nocase; pcre:""/^User-Agent\x3a[^\r\n]*android/i""; metadata:policy max-detect-ips drop,ruleset community; service:http; classtype:policy-violation; sid:25521; rev:4; )",,
26353,https://snort.org/rule_docs/1-26353,1043,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""INDICATOR-COMPROMISE IP address check to dyndns.org detected""; flow:to_server,established; http_header; content:""Host|3A 20|checkip.dyndns.org"",fast_pattern,nocase; metadata:policy max-detect-ips drop,ruleset community; service:http; classtype:misc-activity; sid:26353; rev:3; )",,
27919,https://snort.org/rule_docs/1-27919,"1020.0 , 1071","alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Trojan.Zeus encrypted POST Data exfiltration""; flow:to_server,established; http_header; content:""Accept-Encoding|3A| identity, *|3B|q=0|0D 0A|"",fast_pattern,nocase; content:""|3B| MSIE ""; http_client_body; pcre:""/[^ -~\r\n]{4}/""; metadata:impact_flag red,ruleset community; service:http; reference:url,attack.mitre.org/techniques/T1020; reference:url,www.virustotal.com/en/file/8825abfca1a6d843ce5670858886cb63bb1317ddbb92f91ffd46cfdcaba9ac00/analysis/; classtype:trojan-activity; sid:27919; rev:5; )",,
27966,https://snort.org/rule_docs/1-27966,"1505.003 , 1219","alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection""; flow:to_server,established; http_header; content:""X-Forwarded-For"",nocase; http_client_body; content:""=Response"",nocase; content:""FromBase64String"",nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,attack.mitre.org/techniques/T1100; reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html; reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/; classtype:trojan-activity; sid:27966; rev:7; )",,
27967,https://snort.org/rule_docs/1-27967,"1505.003 , 1219","alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection""; flow:to_server,established; http_header; content:""X-Forwarded-For"",nocase; http_client_body; content:""caidao="",fast_pattern,nocase; pcre:""/caidao\s?=\s?(Response|Write|Execute)/im""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,attack.mitre.org/techniques/T1100; reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html; reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/; classtype:trojan-activity; sid:27967; rev:6; )",,
27968,https://snort.org/rule_docs/1-27968,"1505.003 , 1219","alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection""; flow:to_server,established; http_header; content:""X-Forwarded-For"",nocase; http_client_body; content:""=Execute"",nocase; content:""On+Error+Resume+Next:"",fast_pattern,nocase; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,attack.mitre.org/techniques/T1100; reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html; reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/; classtype:trojan-activity; sid:27968; rev:7; )",,
28323,https://snort.org/rule_docs/1-28323,"1505.003 , 1219","alert tcp $EXTERNAL_NET any -> $HOME_NET $HTTP_PORTS ( msg:""MALWARE-CNC Win.Backdoor.Chopper web shell connection""; flow:to_server,established; http_header; content:""X-Forwarded-For"",nocase; http_client_body; content:""FromBase64String""; content:""z"",within 200,nocase; pcre:""/z\d{1,3}/i""; metadata:impact_flag red,policy balanced-ips drop,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,attack.mitre.org/techniques/T1100; reference:url,informationonsecurity.blogspot.com/2012/11/china-chopper-webshell.html; reference:url,www.virustotal.com/en/file/BE24561427D754C0C150272CAB5017D5A2DA64D41BEC74416B8AE363FB07FD77/analysis/; classtype:trojan-activity; sid:28323; rev:8; )",,
28806,https://snort.org/rule_docs/1-28806,1189,"alert tcp $HOME_NET any -> $EXTERNAL_NET $HTTP_PORTS ( msg:""INDICATOR-COMPROMISE potential malware download - single digit .exe file download""; flow:to_server,established; http_raw_uri; bufferlen:6; pkt_data; content:"".exe"",fast_pattern,nocase; http_uri; pcre:""/\/[a-z0-9]\.exe$/i""; metadata:impact_flag red,policy max-detect-ips drop,policy security-ips drop,ruleset community; service:http; reference:url,urlquery.net/search.php?q=%5C%2F%5Ba-zA-Z%5D%5C.%5BEe%5D%5BXx%5D%5BEe%5D%24&type=regexp&start=2013-09-07&end=2013-12-06&max=400; classtype:trojan-activity; sid:28806; rev:3; )",,
29456,https://snort.org/rule_docs/1-29456,1040,"alert icmp $HOME_NET any -> $EXTERNAL_NET any ( msg:""PROTOCOL-ICMP Unusual PING detected""; icode:0; itype:8; fragbits:!M; content:!""ABCDEFGHIJKLMNOPQRSTUVWABCDEFGHI"",depth 32; content:!""0123456789abcdefghijklmnopqrstuv"",depth 32; content:!""EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE"",depth 36; content:!""WANG2""; content:!""cacti-monitoring-system"",depth 65; content:!""SolarWinds"",depth 72; metadata:policy max-detect-ips drop,ruleset community; reference:url,krebsonsecurity.com/2014/01/a-closer-look-at-the-target-malware-part-ii/; reference:url,krebsonsecurity.com/2014/01/a-first-look-at-the-target-intrusion-malware/; classtype:successful-recon-limited; sid:29456; rev:3; )",,
