ID,Technique Name,Description
T1587,Develop Capabilities,Adversaries may build capabilities that can be used during targeting
T1652,Device Driver Discovery,Adversaries may attempt to enumerate local device drivers on a victim host
T1006,Direct Volume Access,Adversaries may directly access a volume to bypass file access controls and file system monitoring
T1561,Disk Wipe,Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources
T1484,Domain Policy Modification,Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments
T1482,Domain Trust Discovery,Adversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments
T1189,Drive-by Compromise,Adversaries may gain access to a system through a user visiting a website over the normal course of browsing
T1568,Dynamic Resolution,Adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations
T1114,Email Collection,Adversaries may target user email to collect sensitive information
T1573,Encrypted Channel,Adversaries may employ a known encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol
T1499,Endpoint Denial of Service,Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users
T1611,Escape to Host,Adversaries may break out of a container to gain access to the underlying host
T1585,Establish Accounts,Adversaries may create and cultivate accounts with services that can be used during targeting
T1546,Event Triggered Execution,Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger execution based on specific events
T1480,Execution Guardrails,Adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target
T1048,Exfiltration Over Alternative Protocol,Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel
T1041,Exfiltration Over C2 Channel,Adversaries may steal data by exfiltrating it over an existing command and control channel
T1011,Exfiltration Over Other Network Medium,Adversaries may attempt to exfiltrate data over a different network medium than the command and control channel
T1052,Exfiltration Over Physical Medium,"Adversaries may attempt to exfiltrate data via a physical medium, such as a removable drive"
T1567,Exfiltration Over Web Service,"Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel"
T1190,Exploit Public-Facing Application,Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network
T1203,Exploitation for Client Execution,Adversaries may exploit software vulnerabilities in client applications to execute code
T1212,Exploitation for Credential Access,Adversaries may exploit software vulnerabilities in an attempt to collect credentials
T1211,Exploitation for Defense Evasion,Adversaries may exploit a system or application vulnerability to bypass security features
T1068,Exploitation for Privilege Escalation,Adversaries may exploit software vulnerabilities in an attempt to elevate privileges
T1210,Exploitation of Remote Services,Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network
T1133,External Remote Services,Adversaries may leverage external-facing remote services to initially access and/or persist within a network
T1008,Fallback Channels,Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to avoid data transfer thresholds
T1083,File and Directory Discovery,Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system
T1222,File and Directory Permissions Modification,Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files
T1657,Financial Theft,"Adversaries may steal monetary resources from targets through extortion, social engineering, technical theft, or other methods aimed at their own financial gain at the expense of the availability of these resources for victims"
T1495,Firmware Corruption,"Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to boot, thus denying the availability to use the devices and/or the system"
T1187,Forced Authentication,Adversaries may gather credential material by invoking or forcing a user to automatically provide authentication information through a mechanism in which they can intercept
T1606,Forge Web Credentials,Adversaries may forge credential materials that can be used to gain access to web applications or Internet services
T1592,Gather Victim Host Information,Adversaries may gather information about the victim's hosts that can be used during targeting
T1589,Gather Victim Identity Information,Adversaries may gather information about the victim's identity that can be used during targeting
T1590,Gather Victim Network Information,Adversaries may gather information about the victim's networks that can be used during targeting
T1591,Gather Victim Org Information,Adversaries may gather information about the victim's organization that can be used during targeting
T1615,Group Policy Discovery,"Adversaries may gather information on Group Policy settings to identify paths for privilege escalation, security measures applied within a domain, and to discover patterns in domain objects that can be manipulated or used to blend in the environment"
T1200,Hardware Additions,"Adversaries may introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access"
T1564,Hide Artifacts,Adversaries may attempt to hide artifacts associated with their behaviors to evade detection
T1574,Hijack Execution Flow,Adversaries may execute their own malicious payloads by hijacking the way operating systems run programs
T1562,Impair Defenses,Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms
T1656,Impersonation,Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf
T1525,Implant Internal Image,Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment
T1070,Indicator Removal,Adversaries may delete or modify artifacts generated within systems to remove evidence of their presence or hinder defenses
T1202,Indirect Command Execution,Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters
T1105,Ingress Tool Transfer,Adversaries may transfer tools or other files from an external system into a compromised environment
T1490,Inhibit System Recovery,Adversaries may delete or remove built-in data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery
T1056,Input Capture,Adversaries may use methods of capturing user input to obtain credentials or collect information
T1559,Inter-Process Communication,Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution
T1534,Internal Spearphishing,Adversaries may use internal spearphishing to gain access to additional information or exploit other users within the same organization after they already have access to accounts or systems within the environment
T1570,Lateral Tool Transfer,Adversaries may transfer tools or other files between systems in a compromised environment
T1654,Log Enumeration,Adversaries may enumerate system and service logs to find useful data
T1036,Masquerading,Adversaries may attempt to manipulate features of their artifacts to make them appear legitimate or benign to users and/or security tools
T1556,Modify Authentication Process,Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts
T1578,Modify Cloud Compute Infrastructure,An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses
T1112,Modify Registry,"Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove information as part of cleaning up, or as part of other techniques to aid in persistence and execution"
T1601,Modify System Image,Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves
T1111,Multi-Factor Authentication Interception,"Adversaries may target multi-factor authentication (MFA) mechanisms, (i"
T1621,Multi-Factor Authentication Request Generation,Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to accounts by generating MFA requests sent to users
T1104,Multi-Stage Channels,Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions
T1106,Native API,Adversaries may interact with the native OS application programming interface (API) to execute behaviors
T1599,Network Boundary Bridging,Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation
T1498,Network Denial of Service,Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users
T1046,Network Service Discovery,"Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software exploitation"
T1135,Network Share Discovery,Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement
T1040,Network Sniffing,"Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"
T1095,Non-Application Layer Protocol,Adversaries may use an OSI non-application layer protocol for communication between host and C2 server or among infected hosts within a network
T1571,Non-Standard Port,Adversaries may communicate using a protocol and port pairing that are typically not associated
T1027,Obfuscated Files or Information,"Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit"
T1588,Obtain Capabilities,Adversaries may buy and/or steal capabilities that can be used during targeting
T1137,Office Application Startup,Adversaries may leverage Microsoft Office-based applications for persistence between startups
T1003,OS Credential Dumping,"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password, from the operating system and software"
T1201,Password Policy Discovery,Adversaries may attempt to access detailed information about the password policy used within an enterprise network or cloud environment
T1120,Peripheral Device Discovery,Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system
T1069,Permission Groups Discovery,Adversaries may attempt to discover group and permission settings
T1566,Phishing,Adversaries may send phishing messages to gain access to victim systems
T1598,Phishing for Information,Adversaries may send phishing messages to elicit sensitive information that can be used during targeting
T1647,Plist File Modification,"Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses"
T1653,Power Settings,"Adversaries may impair a system's ability to hibernate, reboot, or shut down in order to extend access to infected machines"
T1542,Pre-OS Boot,Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system
T1057,Process Discovery,Adversaries may attempt to get information about running processes on a system
T1055,Process Injection,Adversaries may inject code into processes in order to evade process-based defenses as well as possibly elevate privileges
T1572,Protocol Tunneling,Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems
T1090,Proxy,Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure
T1012,Query Registry,"Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software"
T1620,Reflective Code Loading,Adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads
T1219,Remote Access Software,An adversary may use legitimate desktop support and remote access software to establish an interactive command and control channel to target systems within networks
T1563,Remote Service Session Hijacking,Adversaries may take control of preexisting sessions with remote services to move laterally in an environment
T1021,Remote Services,"Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC"
T1018,Remote System Discovery,"Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current system"
T1091,Replication Through Removable Media,"Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and executes"
T1496,Resource Hijacking,"Adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability"
T1207,Rogue Domain Controller,Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data
T1014,Rootkit,"Adversaries may use rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components"
T1053,Scheduled Task/Job,Adversaries may abuse task scheduling functionality to facilitate initial or recurring execution of malicious code
T1029,Scheduled Transfer,Adversaries may schedule data exfiltration to be performed only at certain times of day or at certain intervals
T1113,Screen Capture,Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation
T1597,Search Closed Sources,Adversaries may search and gather information about victims from closed sources that can be used during targeting
T1596,Search Open Technical Databases,Adversaries may search freely available technical databases for information about victims that can be used during targeting
T1593,Search Open Websites/Domains,Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting
T1594,Search Victim-Owned Websites,Adversaries may search websites owned by the victim for information that can be used during targeting
T1505,Server Software Component,Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems
T1648,Serverless Execution,"Adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments"
T1489,Service Stop,Adversaries may stop or disable services on a system to render those services unavailable to legitimate users
T1129,Shared Modules,Adversaries may execute malicious payloads via loading shared modules
T1072,Software Deployment Tools,"Adversaries may gain access to and use third-party software suites installed within an enterprise network, such as administration, monitoring, and deployment systems, to move laterally through the network"
T1518,Software Discovery,Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment
T1608,Stage Capabilities,"Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting"
T1528,Steal Application Access Token,Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources
T1649,Steal or Forge Authentication Certificates,Adversaries may steal or forge certificates used for authentication to access remote systems or resources
T1558,Steal or Forge Kerberos Tickets,Adversaries may attempt to subvert Kerberos authentication by stealing or forging Kerberos tickets to enable Pass the Ticket
T1539,Steal Web Session Cookie,An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials
T1553,Subvert Trust Controls,Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs
T1195,Supply Chain Compromise,Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise
T1218,System Binary Proxy Execution,"Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries"
T1082,System Information Discovery,"An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture"
T1614,System Location Discovery,Adversaries may gather information in an attempt to calculate the geographical location of a victim host
T1016,System Network Configuration Discovery,"Adversaries may look for details about the network configuration and settings, such as IP and/or MAC addresses, of systems they access or through information discovery of remote systems"
T1049,System Network Connections Discovery,Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network
T1033,System Owner/User Discovery,"Adversaries may attempt to identify the primary user, currently logged in user, set of users that commonly uses a system, or whether a user is actively using the system"
T1216,System Script Proxy Execution,"Adversaries may use trusted scripts, often signed with certificates, to proxy the execution of malicious files"
T1007,System Service Discovery,Adversaries may try to gather information about registered local system services
T1569,System Services,Adversaries may abuse system services or daemons to execute commands or programs
T1529,System Shutdown/Reboot,"Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems"
T1124,System Time Discovery,An adversary may gather the system time and/or time zone from a local or remote system
T1080,Taint Shared Content,"Adversaries may deliver payloads to remote systems by adding content to shared storage locations, such as network drives or internal code repositories"
T1221,Template Injection,Adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts
T1205,Traffic Signaling,Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control
T1537,Transfer Data to Cloud Account,"Adversaries may exfiltrate data by transferring the data, including backups of cloud environments, to another cloud account they control on the same service to avoid typical file transfers/downloads and network-based exfiltration detection"
T1127,Trusted Developer Utilities Proxy Execution,Adversaries may take advantage of trusted developer utilities to proxy execution of malicious payloads
T1199,Trusted Relationship,Adversaries may breach or otherwise leverage organizations who have access to intended victims
T1552,Unsecured Credentials,Adversaries may search compromised systems to find and obtain insecurely stored credentials
T1535,Unused/Unsupported Cloud Regions,Adversaries may create cloud instances in unused geographic service regions in order to evade detection
T1550,Use Alternate Authentication Material,"Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls"
T1204,User Execution,An adversary may rely upon specific actions by a user in order to gain execution
T1078,Valid Accounts,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion"
T1125,Video Capture,An adversary can leverage a computer's peripheral devices (e
T1497,Virtualization/Sandbox Evasion,Adversaries may employ various means to detect and avoid virtualization and analysis environments
T1600,Weaken Encryption,Adversaries may compromise a network device’s encryption capability in order to bypass encryption that would otherwise protect data communications
T1102,Web Service,"Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system"
T1047,Windows Management Instrumentation,Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads
T1220,XSL Script Processing,Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files
