Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
60299,"[
     ""sid"": ""60299"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""File and Directory Discovery"",
     ""Quotes"": ""Adversaries may attempt to locate files and directories that contain sensitive or valuable information on a system to aid in data collection."",
     ""Explanation"": ""This rule triggers on PHP web shell attempts to upload files.""
 ][
     ""sid"": ""60299"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule detects attempts to upload a PHP webshell named Cybershell, which can be used by adversaries to gain remote access to a system through a web browser, a common method for drive-by compromise attacks.""
 ],
     ""sid"": ""60299"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment."",
     ""Explanation"": ""The rule looks for attempts to upload a PHP webshell named Cybershell, which is a tool that can be used by adversaries to establish persistent access to a compromised system.""
 ][
   {
     ""sid"": ""60299"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""This rule detects attempts to upload malicious PHP webshells, which can provide adversaries remote access to compromised systems. Webshells are commonly used in drive-by compromise attacks, where malicious code is executed through a vulnerable website visited by a user.""
   },
   {
     ""sid"": ""60299"",
     ""Technique ID"": ""T1059"",
     ""Technique name"": ""Command and Scripting Interpreter"",
     ""Quotes"": ""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries."",
     ""Explanation"": ""Webshells can be executed using command and script interpreters like PHP, providing adversaries with a way to execute arbitrary commands and scripts on the compromised system.""
   }
 ]","['T1106', 'T1105', 'T1189', 'T1484', 'T1505', 'T1059', 'T1133', 'T1190', 'T1204']","['T1505', 'T1189']","['T1110', 'T1189', 'T1105', 'T1059']","['T1110', 'T1189']",['T1505']
27756,"[
         ""sid"": ""27756"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
         ""Explanation"": ""This rule looks for attempts to exploit a default password and arbitrary command execution vulnerability in RedHat Piranha Virtual Server Package.""
     ][
   {
     ""sid"": ""27756"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in RedHat Piranha Virtual Server Package's default passwd.php3, allowing an attacker to execute arbitrary commands.""
   },
   {
     ""sid"": ""27756"",
     ""Technique ID"": ""T1210"",
     ""Technique name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
     ""Explanation"": ""This rule looks for attempts to exploit a vulnerability in RedHat Piranha Virtual Server Package's default passwd.php3, allowing an attacker to execute arbitrary commands.""
   }
 ]
 {}
 ","['T1190', 'T1210']",['T1190'],"['T1210', 'T1190']","['T1210', 'T1190']",['T1078']
4060,"{}[
   {
     ""sid"": ""4060"",
     ""Technique ID"": ""T1078"",
     ""Technique name"": ""Valid Accounts"",
     ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion"",
     ""Explanation"": ""This rule looks for attempts to connect to the Remote Desktop Protocol (RDP) port (3389) with the username \""Administrator\"". This is a common technique used by adversaries to gain initial access to a network, as many systems have weak or default passwords for the Administrator account.""
   },
   {
     ""sid"": ""4060"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Brute Force"",
     ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained"",
     ""Explanation"": ""This rule looks for attempts to connect to the Remote Desktop Protocol (RDP) port (3389) with the username \""Administrator\"". This is a common technique used by adversaries to gain initial access to a network, as many systems have weak or default passwords for the Administrator account.""
   }
 ][
         ""sid"": ""4060"",
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Brute Force"",
         ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained."",
         ""Explanation"": ""The rule detects attempts to connect to the Remote Desktop Protocol (RDP) port (3389) using the 'Administr' string, which is associated with brute-force attacks targeting administrative accounts.""
     ]","['T1078', 'T1110', 'T1071', 'T1568', 'T1135', 'T1190']","['T1071', 'T1078']","['T1078', 'T1110']","['T1110', 'T1078']",['T1021']
32105,"[
   {
     ""sid"": ""32105"",
     ""Technique ID"": ""T1204"",
     ""Technique name"": ""User Execution"",
     ""Quotes"": ""An adversary may rely upon specific actions by a user in order to gain execution."",
     ""Explanation"": ""This rule detects an attempt to execute code through a ActiveX control in Oracle WebCenter Content, which could be triggered by a user opening a malicious file.""
   },
   {
     ""sid"": ""32105"",
     ""Technique ID"": ""T1185"",
     ""Technique name"": ""Browser Session Hijacking"",
     ""Quotes"": ""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques."",
     ""Explanation"": ""This rule detects a malicious ActiveX control being used to hijack a user's browser session.""
   }
 ][
   {
     ""sid"": ""32105"",
     ""Technique ID"": ""T1204"",
     ""Technique name"": ""User Execution"",
     ""Quotes"": ""Adversaries may rely upon specific actions by a user in order to gain execution."",
     ""Explanation"": ""This rule looks for an attempt to execute the CheckOutAndOpen ActiveX control.""
   },
   {
     ""sid"": ""32105"",
     ""Technique ID"": ""T1185"",
     ""Technique name"": ""Browser Session Hijacking"",
     ""Quotes"": ""Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques."",
     ""Explanation"": ""This rule looks for an attempt to execute the CheckOutAndOpen ActiveX control, which could be used to hijack a user's browser session.""
   }
 ][
     ""sid"": ""32105"",
     ""Technique ID"": ""T1188"",
     ""Technique name"": ""ActiveX Control Execution"",
     ""Quotes"": "" ""ActiveX controls are Microsoft's proprietary implementation of COM objects that expose methods and properties through an HTML page. Adversaries may execute arbitrary code in the context of an application such as Internet Explorer through ActiveX control execution techniques."""",
     ""Explanation"": ""This rule is looking for attempts to execute arbitrary code using the Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control.""
 ]","['T1203', 'T1190', 'T1132', 'T1189', 'T1200', 'T1204', 'T1212', 'T1185', 'T1217']","['T1189', 'T1190']","['T1204', 'T1185', 'T1188']","['T1204', 'T1185']",['T1218']
32771,"
 {}
 [
     ""sid"": ""32771"",
     ""Technique ID"": ""T1566"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": """"Phishing messages are fraudulent attempts to acquire personal information from unsuspecting victims."""",
     ""Explanation"": ""This rule specifically detects phishing attempts that utilize email attachments to deliver malware.""
 ],
     ""sid"": ""32771"",
     ""Technique ID"": ""T1598"",
     ""Technique name"": ""Phishing for Information"",
     ""Quotes"": """"Phishing messages are fraudulent attempts to acquire personal information from unsuspecting victims."""",
     ""Explanation"": ""The content of the phishing email includes an attachment named """"-invoice.zip"""", which is a common tactic used to trick recipients into opening a malicious attachment and providing sensitive information.""
 ][
     {
         ""sid"": ""32771"",
         ""Technique ID"": ""T1566"",
         ""Technique name"": ""Phishing"",
         ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems"",
         ""Explanation"": ""This rule looks for phishing emails that try to trick users into opening an attachment containing the 'Adobe Invoice Email Scam' malware.""
     },
     {
         ""sid"": ""32771"",
         ""Technique ID"": ""T1598"",
         ""Technique name"": ""Phishing for Information"",
         ""Quotes"": ""Adversaries may send phishing messages to elicit sensitive information that can be used during targeting"",
         ""Explanation"": ""This rule looks for phishing emails that try to trick users into opening an attachment containing the 'Adobe Invoice Email Scam' malware.""
     }
 ]","['T1566', 'T1571', 'T1568', 'T1564', 'T1598', 'T1123', 'T1553', 'T1114', 'T1486']","['T1566', 'T1571']","['T1566', 'T1598']","['T1566', 'T1598']",['T1566']
57465,"[
   {
     ""sid"": ""57465"",
     ""Technique ID"": ""T1132"",
     ""Technique name"": ""Data Encoding"",
     ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect"",
     ""Explanation"": ""This rule detects inbound connections to a CNC server used by a Perl backdoor, where data may be encoded to avoid detection.""
   },
   {
     ""sid"": ""57465"",
     ""Technique ID"": ""T1105"",
     ""Technique name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""The backdoor may transfer tools or files into the compromised environment to facilitate further malicious activity.""
   }
 ][
     {
         ""sid"": ""57465"",
         ""Technique ID"": ""T1132"",
         ""Technique name"": ""Data Encoding"",
         ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect."",
         ""Explanation"": ""The rule detects an inbound connection to a known command and control server for the Perl.Backdoor.STEADYPULSE backdoor. The backdoor uses data encoding to hide its communication, making it harder to detect.""
     },
     {
         ""sid"": ""57465"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": ""Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic."",
         ""Explanation"": ""The rule detects the backdoor using the HTTP protocol to communicate with its command and control server. HTTP is a common application layer protocol, which allows the backdoor to blend in with legitimate traffic and avoid detection.""
     }
 ][
   {
     ""sid"": ""57465"",
     ""Technique ID"": ""T1071"",
     ""Technique name"": ""Application Layer Protocol"",
     ""Quotes"": ""Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic"",
     ""Explanation"": ""The rule detects inbound connections to a specific URI and body content, indicating an attempt to establish a connection with a malicious server.""
   },
   {
     ""sid"": ""57465"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Brute Force"",
     ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained"",
     ""Explanation"": ""The rule checks for the presence of a specific string in the HTTP client body, which could be an indication of a brute-force attack.""
   }
 ]","['T1132', 'T1565', 'T1105', 'T1059', 'T1071', 'T1030', 'T1110', 'T1199', 'T1115']","['T1071', 'T1059']","['T1132', 'T1105', 'T1071', 'T1110']","['T1132','T1505']",['T1071']
30522,"[
     {
         ""sid"": ""30522"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": ""\""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network.\"""",
         ""Explanation"": ""This rule detects attempts to exploit a read overrun vulnerability in OpenSSL's TLSv1.1 heartbeat implementation.""
     }
 ][
         ""sid"": ""30522"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"",
         ""Explanation"": ""This rule looks for exploitation attempts against a vulnerability in OpenSSL's TLS heartbeat implementation, which can lead to remote code execution.""
     ][
   {
     ""sid"": ""30522"",
     ""Technique ID"": ""T1210"",
     ""Technique name"": ""Exploitation of Remote Services"",
     ""Quotes"": ""Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network"",
     ""Explanation"": ""This rule identifies attempts to exploit a vulnerability in the OpenSSL TLSv1.1 heartbeat implementation, which can allow an attacker to read arbitrary memory on the target system.""
   }
 ]","['T1190', 'T1210', 'T1220', 'T1585', 'T1046', 'T1211', 'T1205']","['T1190', 'T1220']","['T1210', 'T1190']","['T1210', 'T1190']",['T1123']
862,"[
   {
     ""sid"": ""862"",
     ""Technique ID"": ""T1068"",
     ""Technique Name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""Adversaries may exploit software vulnerabilities in an attempt to elevate privileges."",
     ""Explanation"": ""This rule looks for attempts to access a web shell through a C shell (csh) command, which could be used to gain unauthorized access to the system.""
   },
   {
     ""sid"": ""862"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"",
     ""Explanation"": ""This rule looks for traffic to a web server on a non-standard port, which could indicate an attempt to bypass security controls or gain unauthorized access to the network.""
   }
 ][
         {
             ""sid"": ""862"",
             ""Technique ID"": ""T1083"",
             ""Technique name"": ""File and Directory Discovery"",
             ""Quotes"": ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system."",
             ""Explanation"": ""This rule triggers when an attempt to access the '/csh' URI is made, which suggests an adversary's attempt to discover and potentially gain access to sensitive files or directories.""
         },
         {
             ""sid"": ""862"",
             ""Technique ID"": ""T1040"",
             ""Technique name"": ""Network Sniffing"",
             ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network."",
             ""Explanation"": ""This rule monitors HTTP traffic for attempts to access '/csh' URI, which could indicate an adversary's attempt to sniff network traffic for sensitive information or authentication credentials.""
         }
     ][
     ""sid"": ""862"",
     ""Technique ID"": ""T1083"",
     ""Technique name"": ""File and Directory Discovery"",
     ""Quotes"": ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system."",
     ""Explanation"": ""This rule looks for attempts to access ""/csh"" which is a command-line shell on Unix-based systems.""
 ]","['T1040', 'T1046', 'T1598', 'T1110', 'T1069', 'T1591', 'T1654', 'T1190', 'T1119', 'T1083', 'T1136', 'T1068']","['T1190', 'T1110']","['T1068', 'T1040', 'T1083']","['T1040','T1505']",['T1204']
25579,"[
   {
     ""sid"": ""25579"",
     ""Technique ID"": ""T1192"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": ""Adversaries may attempt to trick victims into divulging sensitive information or credentials, or to click on links or attachments containing malware, by sending emails, SMS messages, or directing the victim to fraudulent websites."",
     ""Explanation"": ""This rule identifies malicious emails containing the \""BookingInfo.zip\"" attachment, which is used in phishing attacks to distribute malware.""
   },
   {
     ""sid"": ""25579"",
     ""Technique ID"": ""T1036"",
     ""Technique Name"": ""Masquerading"",
     ""Quotes"": ""Adversaries may attempt to disguise their activity by assuming the identity of a trusted user or entity, or by altering their appearance to match that of a legitimate target."",
     ""Explanation"": ""The phishing email impersonates a reputable booking service in an attempt to trick victims into providing their personal information.""
   }
 ][
     ""sid"": ""58738"",
     ""Technique ID"": ""T1566"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems"",
     ""Explanation"": ""This rule looks for phishing attempts that pretend to come from bookingInfo and try to trick the user into downloading a malicious file.""
 ][
   {
     ""sid"": ""25579"",
     ""Technique ID"": ""T1566"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems"",
     ""Explanation"": ""This rule looks for phishing attacks that use fake booking information to trick victims into downloading malware.""
   },
   {
     ""sid"": ""25579"",
     ""Technique ID"": ""T1192"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems"",
     ""Explanation"": ""This rule looks for phishing attacks that use fake booking information to trick victims into downloading malware.""
   }
 ]","['T1068', 'T1566', 'T1543', 'T1574']","['T1566', 'T1574']","['T1192', 'T1036', 'T1566']","['T1192','T1505']",['T1566']
38562,"[
     ""sid"": ""38563"",
     ""Technique ID"": ""T1020"",
     ""Technique name"": ""Automated Exfiltration"",
     ""Quotes"": ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection."",
     ""Explanation"": ""This rule pertains to the detection of initial exfiltration attempts by the GateKeylogger Trojan.""
 ],
     ""sid"": ""38562"",
     ""Technique ID"": ""T1056"",
     ""Technique name"": ""Input Capture"",
     ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (GateKeylogger) that transmits collected data to a remote server through an HTTP POST request."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
     ""sid"": ""38562"",
     ""Technique ID"": ""T1020"",
     ""Technique name"": ""Automated Exfiltration"",
     ""Quotes"": ""Automation can be used to take previously collected data, stage it on local hosts, and exfiltrate this data using automated tools."",
     ""Explanation"": ""This event is generated when a Win.Trojan.GateKeylogger malware attempts to send collected data over HTTP.""
 ],
 ""sid"": ""38562"",
     ""Technique ID"": ""T1056"",
     ""Technique name"": ""Input Capture"",
     ""Quotes"": ""Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (GateKeylogger) that collects information such as the user's IP address, OS version, and other system details, which is a common method used by keyloggers to stealthily capture input data."",
     ""Explanation"": ""This event is generated when a Win.Trojan.GateKeylogger malware attempts to send collected data over HTTP.""
 ]{}","['T1020', 'T1056']","['T1020', 'T1056']","['T1020', 'T1056']","['T1020', 'T1056']",['T1020']
50465,"[
     {
         ""sid"": ""50465"",
         ""Technique ID"": ""T1598"",
         ""Technique Name"": ""Indicator Removal from Tools"",
         ""Quotes"": ""Adversaries may attempt to disable or modify security tools or features to prevent discovery or analysis."",
         ""Explanation"": ""This rule detects attempts to poison SMB Responder, a tool used for detecting and mitigating SMB relay attacks, potentially indicating an attempt to evade detection or analysis.""
     },
     {
         ""sid"": ""50465"",
         ""Technique ID"": ""T1139"",
         ""Technique Name"": ""Impair Defenses"",
         ""Quotes"": ""Adversaries may temporarily or permanently disable security tools or features to ease other adversary behaviors."",
         ""Explanation"": ""Poisoning SMB Responder could impair defenses by preventing it from detecting and mitigating SMB relay attacks, which would make it easier for adversaries to move laterally within a network.""
     }
 ][
         ""sid"": ""50465"",
         ""Technique ID"": ""T1546"",
         ""Technique name"": ""SMB/RPC Digital Signature Validation Bypass"",
         ""Quotes"": ""Adversaries may disable the digital signature validation of SMB/RPC in order to execute unsigned code remotely. This technique is commonly used for exploiting vulnerabilities in unpatched or misconfigured systems. The rule triggers when specifically crafted packets are sent to port 445, which is the standard port for SMB services."",
         ""Explanation"": ""This Snort rule detects attempts to exploit a vulnerability in the SMB protocol, which can allow attackers to execute unsigned code remotely. The rule specifically looks for packets that contain a series of malicious patterns, including a malformed SMB header and an attempt to disable the digital signature validation of SMB/RPC.""
     ],
     [
         ""sid"": ""50465"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
         ""Explanation"": ""This rule is designed to detect attempts to exploit vulnerabilities in SMB services, which are commonly exposed to the Internet. By exploiting these vulnerabilities, attackers can gain initial access to a network and launch further attacks.""
     ]
 ][
     ""sid"": ""50465"",
     ""Technique ID"": ""T1132"",
     ""Technique name"": ""Data Encoding"",
     ""Quotes"": ""Adversaries may encode data to make the content of command and control traffic more difficult to detect"",
     ""Explanation"": ""This rule looks for attacks against the SMB protocol that use Responder poisoning techniques. Responder poisoning attacks involve manipulating DNS responses to redirect SMB traffic to a malicious server, which can be used to steal credentials or spread malware.""
 ],
     ""sid"": ""50465"",
     ""Technique ID"": ""T1220"",
     ""Technique name"": ""XSL Script Processing"",
     ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files"",
     ""Explanation"": ""This rule looks for attacks against the SMB protocol that use Responder poisoning techniques. Responder poisoning attacks involve manipulating DNS responses to redirect SMB traffic to a malicious server, which can be used to steal credentials or spread malware.""
 ]","['T1132', 'T1547', 'T1199', 'T1589', 'T1497', 'T1189', 'T1220', 'T1046', 'T1218', 'T1195', 'T1133', 'T1211', 'T1012']","['T1189', 'T1220']","['T1598', 'T1139', 'T1546', 'T1190', 'T1132', 'T1220']","['T1598', 'T1139']",['T1187']
57462,"[
   {
     ""sid"": ""57462"",
     ""Technique ID"": ""T1068"",
     ""Technique Name"": ""Exploitation for Privilege Escalation"",
     ""Quotes"": ""\""Techniques that exploit a software vulnerability in an attempt to elevate privileges are categorized as Exploitation for Privilege Escalation. Exploitation techniques may involve an adversary controlling a low-privileged account on the target network and attempting to elevate privileges.\""
 ,
     ""Explanation"": ""The rule looks for a specific pattern of data in HTTP traffic that is associated with the exploitation of a privilege escalation vulnerability in the Perl web application framework.""
   }
 ][
   {
     ""sid"": ""57462"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": ""Adversaries may gain access to a system through a user visiting a website over the normal course of browsing."",
     ""Explanation"": ""The rule detects activity related to the Perl.Backdoor.STEADYPULSE webshell variant, which can be used to gain unauthorized access to a system through a website.""
   },
   {
     ""sid"": ""57462"",
     ""Technique ID"": ""T1491"",
     ""Technique name"": ""Defacement"",
     ""Quotes"": ""Adversaries may modify visual content available internally or externally to an enterprise network, thus affecting the integrity of the original content."",
     ""Explanation"": ""The rule detects activity related to the Perl.Backdoor.STEADYPULSE webshell variant, which can be used to modify or deface website content.""
   }
 ][
     {
         ""sid"": ""57462"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
         ""Explanation"": ""This rule detects activity related to the Perl.Backdoor.STEADYPULSE webshell variant, which allows an attacker to transfer tools or other files from an external system into a compromised environment.""
     },
     {
         ""sid"": ""57462"",
         ""Technique ID"": ""T1047"",
         ""Technique name"": ""Windows Management Instrumentation"",
         ""Quotes"": ""Adversaries may abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads"",
         ""Explanation"": ""This rule detects activity related to the Perl.Backdoor.STEADYPULSE webshell variant, which can abuse Windows Management Instrumentation (WMI) to execute malicious commands and payloads.""
     }
 ]","['T1105', 'T1029', 'T1584', 'T1546', 'T1102', 'T1047', 'T1491', 'T1127', 'T1195', 'T1068', 'T1189']","['T1189', 'T1102']","['T1068', 'T1189', 'T1491', 'T1105', 'T1047']","['T1068','T1505']",['T1071']
48231,"
 {}
 [
         {
             ""sid"": ""48231"",
             ""Technique ID"": ""T1190"",
             ""Technique Name"": ""Exploit Public-Facing Application"",
             ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
             ""Explanation"": ""This rule identifies attempts to exploit a code injection vulnerability in Apache Syncope's XSL transformation mechanism.""
         },
         {
             ""sid"": ""48231"",
             ""Technique ID"": ""T1220"",
             ""Technique Name"": ""XSL Script Processing"",
             ""Quotes"": ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files."",
             ""Explanation"": ""This rule specifically looks for attempts to inject XSL scripts into Apache Syncope's XSL transformation process.""
         }
     ][
         ""sid"": ""41111"",
         ""Technique ID"": ""T1204"",
         ""Technique name"": ""User Execution"",
         ""Quotes"": """"An adversary may rely upon specific actions by a user in order to gain execution"""",
         ""Explanation"": ""This event is generated when the Syncope web application attempts to process a malicious XSL file, which could allow an attacker to execute arbitrary code on the server.""
     ],
     [
         ""sid"": ""41111"",
         ""Technique ID"": ""T1220"",
         ""Technique name"": ""XSL Script Processing"",
         ""Quotes"": """"Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files"""",
         ""Explanation"": ""This event is generated when the Syncope web application attempts to process a malicious XSL file, which could allow an attacker to execute arbitrary code on the server.""
     ]
 ]","['T1190', 'T1204', 'T1220', 'T1203', 'T1068', 'T1110', 'T1195']","['T1190', 'T1204']","['T1190', 'T1220', 'T1204']","['T1220', 'T1190']",['T1220']
19706,"[
         ""sid"": ""19706"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
         ""Explanation"": ""The rule detects outbound connections made by malware to its command and control server.""
     ],
     [
         ""sid"": ""19706"",
         ""Technique ID"": ""T1001"",
         ""Technique name"": ""Data Obfuscation"",
         ""Quotes"": ""Adversaries may obfuscate command and control traffic to make it more difficult to detect."",
         ""Explanation"": ""The rule detects the use of HTTP POST requests with obfuscated data in the body, which is a common technique used by malware to exfiltrate data.""
     ]
 ][
   {
     ""sid"": ""19706"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects outbound traffic to a known malicious domain associated with the Win.Trojan.Agent.cer variant, which is known to exfiltrate data over HTTP.""
   },
   {
     ""sid"": ""19706"",
     ""Technique ID"": ""T1021"",
     ""Technique name"": ""Remote Services"",
     ""Quotes"": ""Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC."",
     ""Explanation"": ""This rule detects outbound traffic to a known malicious domain associated with the Win.Trojan.Agent.cer variant, which is known to use remote services to establish connections.""
   }
 ][
   {
     ""sid"": ""19706"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel."",
     ""Explanation"": ""This rule detects outbound connections to a known malicious domain, which is often used by malware to exfiltrate data to a command and control server.""
   },
   {
     ""sid"": ""19706"",
     ""Technique ID"": ""T1562"",
     ""Technique name"": ""Impair Defenses"",
     ""Quotes"": ""Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms."",
     ""Explanation"": ""This rule detects attempts to disable security software, which could be part of an attacker's strategy to impair defenses and exfiltrate data.""
   }
 ]","['T1567', 'T1071', 'T1119', 'T1190', 'T1490', 'T1562', 'T1001', 'T1497', 'T1041', 'T1133', 'T1021', 'T1574']","['T1071', 'T1190']","['T1041', 'T1001', 'T1021', 'T1562']","['T1041', 'T1001']",['T1176']
