Sid,Response,Without_Limit_Prompt_Without_Competition_Without_Limit_Return,Without_Limit_Prompt_Without_Competition_With_Limit_Return,Without_Limit_Prompt_With_Competition_Without_Limit_Return,Without_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
2056,"[
         ""sid"": ""2056"",
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Web Application Attack"",
         ""Quotes"": """"Web application attacks involve exploiting vulnerabilities in web applications to gain unauthorized access to data, escalate privileges, or compromise web application functionality. The rule looks for attempts to exploit the TRACE method, which is commonly used in web application attacks like performing reconnaissance, exploiting SQL injection vulnerabilities, or exploring sensitive information."""",
         ""Explanation"": ""This event is generated when a web application attack is detected.""
     ][
   {
     ""sid"": ""2056"",
     ""Technique ID"": ""T1090"",
     ""Technique Name"": ""Proxy"",
     ""Quotes"": '""Adversaries may establish a proxy server on a compromised host to enable communications through a trusted, less-monitored server. Outbound traffic to the proxy may appear legitimate.""',
     ""Explanation"": ""The rule attempts to detect TRACE attempts, which is a method used to establish a proxy server.""
   },
   {
     ""sid"": ""2056"",
     ""Technique ID"": ""T1132"",
     ""Technique Name"": ""Illicit Command Execution"",
     ""Quotes"": '""Adversaries may attempt to execute illicit commands on a host system. This may involve using command line shells, scripting languages, or other methods.""',
     ""Explanation"": ""The TRACE method can be abused to execute illicit commands on the server.""
   }
 ][
     {
         ""sid"": ""2056"",
         ""Technique ID"": ""T1133"",
         ""Technique Name"": ""Web Service Discovery"",
         ""Quotes"": """"Web Service Discovery involves discovering and obtaining information about the services available on a web server or web application."""",
         ""Explanation"": ""This event is generated when an attempt to exploit a TRACE vulnerability in a web application is detected.""
     },
     {
         ""sid"": ""2056"",
         ""Technique ID"": ""T1040"",
         ""Technique Name"": ""Network Service Scanning"",
         ""Quotes"": """"Network Service Scanning involves scanning a network to identify listening services on hosts."""",
         ""Explanation"": ""This event is generated when an attempt to exploit a TRACE vulnerability in a web application is detected.""
     }
 ]","['T1124', 'T1484', 'T1546', 'T1069', 'T1090', 'T1482', 'T1574', 'T1071', 'T1190', 'T1083', 'T1095']","['T1071', 'T1190']","['T1110', 'T1090', 'T1132', 'T1133', 'T1040']","['T1110', 'T1505']",['T1078']
24094,"[
   {
     ""sid"": ""24094"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": """"Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel"""",
     ""Explanation"": ""This event is generated when activity relating to TeamViewer control server ping is detected. TeamViewer is a remote desktop software that can be used for legitimate purposes, but it can also be abused by adversaries for malicious activities such as data exfiltration.""
   }
 ][
   {
     ""sid"": ""24094"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": """"Exfiltration Over Alternative Protocol techniques involve using alternative protocols to exfiltrate data from a compromised system, which can bypass conventional defensive measures."""",
     ""Explanation"": ""The rule detects traffic to a Teamviewer control server, which could be used for exfiltrating data.""
   }
 ][
    {
        ""sid"": ""24094"",
        ""Technique ID"": ""T1185"",
        ""Technique name"": ""Browser Session Hijacking"",
        ""Quotes"": """"Browser Session Hijacking techniques involve exploiting vulnerabilities in browser software to gain control of user sessions. TeamViewer is a remote desktop software that uses UDP port 53 for its control channel. Adversaries may attempt to hijack TeamViewer sessions to gain remote access to victim systems."""",
        ""Explanation"": ""This event is generated when an attempt is made to connect to a TeamViewer control server.""
    }
 ]","['T1048', 'T1083', 'T1070', 'T1120', 'T1566', 'T1221', 'T1185', 'T1110', 'T1059']","['T1070', 'T1566']","['T1048', 'T1185']","['T1048', 'T1185']",['T1219']
1603,"
 {}
 [
   {
     ""Sid"": ""1603"",
     ""Technique ID"": ""T1112"",
     ""Technique Name"": ""Modify Registry"",
     ""Quotes"": ""Adversaries may interact with the Windows Registry to hide configuration information within Registry keys, remove information as part of cleaning up, or as part of other techniques to aid in persistence and execution."",
     ""Explanation"": ""This rule detects attempts to modify the registry, which is a common technique used by adversaries to establish persistence and modify system settings.""
   }
 ][
   {
     ""sid"": ""1603"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"Exploit Public-Facing Application techniques involve targeting publicly accessible network services (e.g., web servers, email servers) to identify and exploit vulnerabilities in order to gain access to a network."""",
     ""Explanation"": ""The rule detects malicious attempts to exploit a web server through an HTTP DELETE request, which may indicate exploitation of a vulnerability in the web application.""
   }
 ]","['T1190', 'T1485', 'T1202', 'T1112', 'T1547', 'T1136', 'T1110', 'T1482']","['T1190', 'T1547']","['T1112', 'T1190']","['T1112', 'T1190']",['T1592']
56600,"[
   {
     ""sid"": ""56600"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": """"Exfiltration over alternative protocols involves stealthily transmitting data over non-standard ports or protocols to evade detection. In this case, the malicious traffic is hidden within an HTTP request to a specific URI, indicating an attempt to exfiltrate data using a non-standard protocol."""",
     ""Explanation"": """"outbound connection attempt""""
   }
 ][
     {
         ""sid"": ""56600"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Alternative Protocol"",
         ""Quotes"": """"Exfiltration Over Alternative Protocol techniques involve stealing data by sending it over a different protocol than that of the existing command and control channel. The rule indicates the presence of malware (Backdoor.CSBundle_Original) attempting to exfiltrate data over HTTP, which is an alternative protocol to the typically used HTTPS."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ][
   {
     ""sid"": ""56600"",
     ""Technique ID"": ""T1132"",
     ""Technique name"": ""Data Encoding"",
     ""Quotes"": """"Data Encoding techniques involve encoding data to make the content of command and control traffic more difficult to detect. The rule indicates the presence of malware (Win.Backdoor.CSBundle_Original) that uses data encoding in its outbound communication, as evidenced by the presence of characters like ""|22| and ""|0D 0A| in its HTTP headers."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   }
 ]","['T1133', 'T1056', 'T1105', 'T1136', 'T1543', 'T1132', 'T1572', 'T1003', 'T1219', 'T1041', 'T1083', 'T1071', 'T1104', 'T1048', 'T1134']","['T1219', 'T1071']","['T1048', 'T1132']","['T1048', 'T1132']",['T1043']
29790,"[
   {
     ""sid"": ""29790"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": [],
     ""Explanation"": ""This rule is related to the Browser Extensions technique because it detects an attempt to download a malicious browser extension file (af_l_addon.xpi) from an external server. Browser extensions are commonly abused by adversaries to establish persistent access to victim systems, which aligns with the intent of this rule to detect malicious communication related to a Trojan (Careto).""
   }
 ][
   {
     ""sid"": ""29790"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems"",
     ""Explanation"": ""This rule matches traffic related to a Trojan (Careto) attempting to download a browser extension, which is a known technique used by adversaries to establish persistent access to victim systems.""
   }
 ][
   {
     ""sid"": ""29790"",
     ""Technique ID"": ""T1176"",
     ""Technique Name"": ""Browser Extensions"",
     ""Quotes"": ""\""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems\"""",
     ""Explanation"": ""The rule corresponds to the detection of downloading malicious browser add-ons.""
   }
 ]",['T1176'],['T1176'],['T1176'],['T1176'],['T1176']
56598,"[
         ""sid"": ""56598"",
         ""Technique ID"": ""T1087"",
         ""Technique name"": ""Bypass User Account Control"",
         ""Quotes"": “Adversaries may attempt to bypass UAC-protected system resources in order to modify or access protected system files or registry keys.”,
         ""Explanation"": ""This event is generated when activity relating to malware is detected. It indicates an attempt by malware (Win.Backdoor.CSBundle_Original) to establish an inbound connection, which could be used to bypass UAC and gain elevated privileges.""
     ],
     [
         ""sid"": ""56598"",
         ""Technique ID"": ""T1043"",
         ""Technique name"": ""Command and Control"",
         ""Quotes"": “Adversaries may use command and control (C2) servers to communicate with compromised systems. C2 servers may be used to issue commands, transfer data, or exfiltrate information.”,
         ""Explanation"": ""This event is generated when activity relating to malware is detected. It indicates an attempt by malware (Win.Backdoor.CSBundle_Original) to establish an inbound connection, which could be used for command and control purposes.""
     ]
 ]
 {}
 [
         ""sid"": ""56598"",
         ""Technique ID"": ""T1497"",
         ""Technique name"": ""Outbound Network Connection"",
         ""Quotes"": """"Outbound Network Connection techniques involve establishing network connections to external systems for various purposes, such as data exfiltration or command and control communications. The rule indicates the detection of an inbound connection attempt to a known backdoor malware (CSBundle_Original), suggesting that the adversary is attempting to establish a connection to the compromised system."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]","['T1041', 'T1021', 'T1069', 'T1105', 'T1106', 'T1070', 'T1134', 'T1185', 'T1132', 'T1133', 'T1098', 'T1052', 'T1498']","['T1021', 'T1070']","['T1087', 'T1043', 'T1497']","['T1087', 'T1043']",['T1043']
41435,"[
   {
     ""sid"": ""41435"",
     ""Technique ID"": ""T1071"",
     ""Technique name"": ""Application Layer Protocol"",
     ""Quotes"": """"Adversaries may communicate using OSI application layer protocols to avoid detection/network filtering by blending in with existing traffic. The rule indicates that the traffic is using the HTTP protocol, which is a common application layer protocol, to communicate with a command and control server."""",
     ""Explanation"": ""This event is generated when outbound traffic is made by malware.""
 
   }
 ][
     {
         ""sid"": ""41435"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration Over C2 Channel"",
         ""Quotes"": """"Exfiltration Over Command and Control Channel techniques involve adversaries moving data from a victim system out over an established C2 channel."""",
         ""Explanation"": ""This event is generated when activity relating to malware (Win.Trojan.Oilrig) is detected.""
     },
     {
         ""sid"": ""41435"",
         ""Technique ID"": ""T1071"",
         ""Technique name"": ""Application Layer Protocol"",
         ""Quotes"": """"Application Layer Protocol techniques involve adversaries simulating normal application layer protocols, such as DNS, HTTP, or SMB, in order to blend in with legitimate traffic and avoid detection."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ]{}","['T1068', 'T1059', 'T1003', 'T1056', 'T1041', 'T1021', 'T1071', 'T1039']","['T1071', 'T1059']","['T1071', 'T1041']","['T1071', 'T1041']",['T1197']
32043,"[
   {
     ""Sid"": ""32043"",
     ""Technique ID"": ""T1059"",
     ""Technique Name"": ""Command and Scripting Interpreter"",
     ""Quotes"": ""\""Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries.\"""",
     ""Explanation"": ""This rule detects attempts to inject environment variables into Bash, which could lead to command execution.""
   }
 ][
   {
     ""sid"": ""32043"",
     ""Technique ID"": ""T1059"",
     ""Technique name"": ""Command and Scripting Interpreter"",
     ""Quotes"": """"Adversaries may abuse command and script interpreters to execute commands, scripts, or binaries."""",
     ""Explanation"": ""This rule detects an attempt to inject a malicious command into a Bash environment variable, which could allow an adversary to execute arbitrary commands on the target system.""
   }
 ][
     {
         ""sid"": ""32043"",
         ""Technique ID"": ""T1068"",
         ""Technique name"": ""Exploitation for Privilege Escalation"",
         ""Quotes"": """"Exploitation for Privilege Escalation techniques involve exploiting software vulnerabilities in an attempt to escalate privileges"""",
         ""Explanation"": ""This event is generated when an attempt to exploit a bash environment variable injection vulnerability is detected. This technique is commonly used to gain elevated privileges on a system."",
     }
 ]","['T1203', 'T1068', 'T1059', 'T1092', 'T1106', 'T1525', 'T1189', 'T1105']","['T1189', 'T1059']","['T1059', 'T1068']","['T1059', 'T1068']",['T1204']
1425,"
 {}
 [
         ""sid"": ""1425""
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Brute Force"",
         ""Quotes"": """"Brute force techniques are used to gain access to accounts when passwords are unknown or when password hashes are obtained. The rule is triggered when a content-disposition header is detected, which is often used in file upload attempts. Adversaries may use brute force to obtain credentials for the web application and gain access to the system."""",
         ""Explanation"": ""This event is generated when there is an attempt to upload a file to the server.""
     }
 ][
     {
         ""sid"": ""1425"",
         ""Technique ID"": ""T1119"",
         ""Technique name"": ""Automated Collection"",
         ""Quotes"": """"Automated Collection techniques involve collecting data using tools or scripts. The rule indicates an attempt to upload a file using the 'Content-Disposition' header, which is a common technique used by web applications to collect and process user-submitted files."""",
         ""Explanation"": ""This event is generated when an attempt to upload a file on the web server is detected.""
     }
 ]","['T1189', 'T1112', 'T1095', 'T1119', 'T1561', 'T1105', 'T1587', 'T1059', 'T1190', 'T1110', 'T1120']","['T1189', 'T1059']","['T1110', 'T1119']","['T1110', 'T1119']",['T1155']
35471,"[
     {
         ""sid"": ""35471"",
         ""Technique ID"": ""T1105"",
         ""Technique Name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""\""Adversaries may transfer tools or other files from an external system into a compromised environment.\"" The rule triggers an alert when a TCP connection is established outbound on port 6666, which is known to be associated with malware and trojans, and there is content matching patterns that indicate an attempt to communicate with a command and control server."",
         ""Explanation"": ""This event is generated when malware activity is detected on an outbound connection.""
     }
 ]
 {}
 [
         ""sid"": ""35471"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Alternative Protocol"",
         ""Quotes"": """"Exfiltration Over Alternative Protocol involves transferring exfiltrated data using a protocol or port different from the one originally used for command and control communications. The rule detects an outbound connection to port 6666 that includes a URL path (/9hao/count.asp) and parameters containing device information (mac, ver, tjuser). This suggests that the malware is attempting to exfiltrate data using an alternative protocol (port 6666) and disguising the communication as legitimate HTTP traffic."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]","['T1496', 'T1105', 'T1056', 'T1071', 'T1003', 'T1132', 'T1602', 'T1059', 'T1048']","['T1071', 'T1056']","['T1105', 'T1048']","['T1105', 'T1048']",['T1571']
37385,"[
         ""sid"": ""37385"",
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Brute Force"",
         ""Quotes"": """"Brute force techniques involve attempting multiple combinations of usernames and passwords to gain access to an account. The rule indicates an attempt to log in to a web application using the default password for Hirschmann devices, which is a common target for brute force attacks."""",
         ""Explanation"": ""This event is generated when an attempt to log on to a web application using the Hirschmann default password is detected.""
     ],
     [
         ""sid"": ""37385"",
         ""Technique ID"": ""T1556"",
         ""Technique name"": ""Modify Authentication Process"",
         ""Quotes"": """"Modify Authentication Process techniques involve modifying authentication mechanisms or processes to bypass or disable authentication or to gain unauthorized access to accounts. The rule indicates an attempt to log in to a web application using a default password, which is a common way to bypass the authentication process."""",
         ""Explanation"": ""This event is generated when an attempt to log on to a web application using the Hirschmann default password is detected.""
     ]
 ][
   {
     ""Sid"": ""37385"",
     ""Technique ID"": ""T1556"",
     ""Technique Name"": ""Modify Authentication Process"",
     ""Quotes"": ""Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts"",
     ""Explanation"": ""The rule identifies an attempt to log into a Hirschmann web application using default credentials, indicating potential exploitation of default or weak authentication mechanisms due to either configuration misconfigurations or lack of account hardening.""
   }
 ][
   {
     ""sid"": ""37385"",
     ""Technique ID"": ""T1078"",
     ""Technique Name"": ""Valid Accounts"",
     ""Quotes"": ""\""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion\"""",
     ""Explanation"": ""The rule targets login attempts with the default password for Hirschmann devices, indicating an attempt to exploit the use of default credentials for unauthorized access.""
   }
 ]","['T1110', 'T1556', 'T1078']","['T1078', 'T1110']","['T1110', 'T1556', 'T1078']","['T1556', 'T1110']",['T1078']
16207,"[
     ""sid"": ""16207"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"This technique involves exploiting vulnerabilities in Internet-facing applications to gain access to a network. The rule specifically mentions an 'overflow attempt' on a 'klog_vsyslog server', which is a web application running on port 749. By exploiting vulnerabilities in this application, adversaries can gain access to the underlying system and network."""",
     ""Explanation"": ""This event is generated when an attempt to attack a web server running the klog_vsyslog service is detected.""
 ][
         ""sid"": ""16207"",
         ""Technique ID"": ""T1499"",
         ""Technique name"": ""Endpoint Denial of Service"",
         ""Quotes"": """"Endpoint Denial of Service (DoS) attacks are techniques that adversaries use to disrupt or degrade the availability of services to users. The rule indicates an overflow attempt on a KAdminD klog_vsyslog server, which could lead to a denial of service if successful."""",
         ""Explanation"": ""This event is generated when activity relating to endpoint denial of service is detected.""
     ],
     [
         ""sid"": ""16207"",
         ""Technique ID"": ""T1202"",
         ""Technique name"": ""Indirect Command Execution"",
         ""Quotes"": """"Indirect Command Execution techniques involve abusing utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters. The rule detects an overflow attempt on a KAdminD klog_vsyslog server, which could allow an adversary to execute arbitrary commands on the system."""",
         ""Explanation"": ""This event is generated when activity relating to indirect command execution is detected.""
     ]
 ][
         ""sid"": ""16207"",
         ""Technique ID"": ""T1202"",
         ""Technique Name"": ""Indirect Command Execution"",
         ""Quotes"": """"Indirect Command Execution techniques involve executing commands through an alternative mechanism, such as a misconfigured utility or program, to bypass security restrictions that limit direct command-line execution. The rule indicates an exploit attempt targeting a Kerberos KAdminD server through a ""klog_vsyslog"" buffer overflow. Exploiting this vulnerability may allow adversaries to gain unauthorized access to the server."""",
         ""Explanation"": ""This event is generated when activity relating to indirect command execution is detected.""
     ]","['T1499', 'T1202', 'T1098', 'T1555', 'T1201', 'T1190', 'T1200', 'T1210', 'T1496', 'T1221', 'T1558']",['T1190'],"['T1190', 'T1499', 'T1202']","['T1190', 'T1202']",['T1550']
59927,"[
     ""sid"": ""59927"",
     ""Technique ID"": ""T1134"",
     ""Technique name"": ""Cloud Service Discovery"",
     ""Quotes"": """"Cloud Service Discovery techniques involve identifying cloud providers and specific services running in a cloud environment, this information could be used to target an organization's cloud-based assets."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
     ""sid"": ""59927"",
     ""Technique ID"": ""T1531"",
     ""Technique name"": ""Web Shell"",
     ""Quotes"": """"Webshells are malicious scripts that provide remote access to a web application's functionality. They are often used to gain initial access to a system, execute commands, upload or download files, and perform other malicious activities. The rule triggers on the presence of a Jsp.Webshell.TinyUploader, which is a specific type of web shell that uses Java to upload files to a compromised system."""",
     ""Explanation"": ""This event is generated when an attempt to upload a file via a web shell is detected.""
 ][
     {
         ""sid"": ""59927"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve transferring tools or other files from an external system into a compromised environment. The rule detects the upload of TinyUploader, a widely used Java-based webshell that could allow an adversary to maintain persistent access and execute commands on the compromised machine."""",
         ""Explanation"": ""This event is generated when an external system uploads tools to a compromised environment.""
     }
 ]","['T1105', 'T1046', 'T1200', 'T1189', 'T1048']","['T1189', 'T1048']","['T1134', 'T1531', 'T1105']","['T1134', 'T1531']",['T1094']
34037,"[
     {
         ""sid"": ""34037"",
         ""Technique ID"": ""T1056"",
         ""Technique name"": ""Input Capture"",
         ""Quotes"": """"Input Capture techniques involve intercepting and capturing user input data, such as keystrokes, to obtain sensitive information. The rule indicates the presence of a Trojan (Dridex4) that uses a connection to Twitter as a cover for outbound communication, which is a common tactic used by malware to evade detection."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     }
 ][
     ""sid"": ""34037"",
     ""Technique ID"": ""T1041"",
     ""Technique name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": """"Exfiltration Over C2 Channel techniques are used to steal data by sending it over an established command and control (C2) channel. The rule indicates the presence of a Trojan (Dridex4) making an initial outbound connection to a C2 server, which is a common method used by malware to exfiltrate data to a remote location."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
         ""sid"": ""34037"",
         ""Technique ID"": ""T1041"",
         ""Technique name"": ""Exfiltration over C2 Channel"",
         ""Quotes"": """"Adversaries may use existing command and control (C2) channels for exfiltrating data. In this case, the rule detects outbound HTTP traffic from the compromised host to a known C2 server associated with the Dridex4 malware. This behavior is consistent with the adversary exfiltrating data to the C2 server over an established HTTP channel."""",
         ""Explanation"": ""This event is generated when activity relating to malware is detected.""
     ]","['T1056', 'T1021', 'T1041', 'T1106', 'T1559', 'T1059']","['T1056', 'T1021']","['T1056', 'T1041']","['T1056', 'T1041']",['T1102']
46316,"[
     ""sid"": ""46316"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"Exploit Public-Facing Application techniques target external-facing systems and services to gain initial access to a network. The rule specifically mentions a Drupal 8 remote code execution attempt, which is an example of an adversary exploiting a vulnerability in a public-facing web application."""",
     ""Explanation"": """"This event is generated when activity relating to a web application attack is detected.""""
 ][
     {
         ""sid"": ""46316"",
         ""Technique ID"": ""T1210"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": "" Exploitation of Remote Services techniques involve exploiting vulnerabilities in remote services or protocols to gain unauthorized access to systems and networks."""",
         ""Explanation"": ""HTTP traffic to a web server on port 80 or 443 is being analyzed for Drupal content management system (CMS) remote code execution (RCE) attempts.""
     }
 ][
         ""sid"": ""46316"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting vulnerabilities in publicly accessible applications or services to gain unauthorized access to systems or data"""",
         ""Explanation"": ""This event is generated when an attempt is made to exploit a Drupal 8 remote code execution vulnerability, which is a technique commonly used by adversaries to gain unauthorized access to systems.""
     ]","['T1190', 'T1203', 'T1105', 'T1189', 'T1210']","['T1189', 'T1190']","['T1190', 'T1210']","['T1190', 'T1210']",['T1106']
60338,"[
   {
     ""sid"": ""60338"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": """"Ingress Tool Transfer is a technique used to transfer additional tools or data into the compromised system to support the execution of other techniques."""",
     ""Explanation"": """"command_hist[current_line] = document.shell.command.value|3B|"" matches the file being used to transfer in additional tools.""
   },
   {
     ""sid"": ""60338"",
     ""Technique ID"": ""T1059"",
     ""Technique Name"": ""Command and Scripting Interpreter"",
     ""Quotes"": """"Command and Scripting Interpreter techniques involve using command and scripting interpreters to execute commands or scripts on the target system."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   }
 ][
     ""sid"": ""60338"",
     ""Technique ID"": ""T1106"",
     ""Technique Name"": ""Data Exfiltration"",
     ""Quotes"": """"Data Exfiltration techniques involve transferring data from a victim system to an external system or location. The rule indicates the presence of a web shell (DiveShell) used for outbound connections, suggesting potential data exfiltration activity."""",
     ""Explanation"": ""The rule is detecting a malware-related command and control connection attempt""
 ][
         ""sid"": ""60338"",
         ""Technique ID"": ""T1064"",
         ""Technique name"": ""Shellcode Execution"",
         ""Quotes"": ""Shellcode Execution techniques involve exploiting software vulnerabilities, typically in trusted processes, to inject and execute shellcode within memory, enabling adversaries to execute arbitrary commands and gain control of the system."",
         ""Explanation"": ""Infection by the DiveShell web shell is evident in the rule, which identifies outbound C&C traffic.""
     ],
     [
         ""sid"": ""60338"",
         ""Technique ID"": ""T1166"",
         ""Technique name"": ""Web Shell"",
         ""Quotes"": ""Web Shell techniques utilize client-side vulnerabilities to upload and execute malicious web shell scripts that provide adversaries with a persistent, remote control interface to the compromised server."",
         ""Explanation"": ""Infection by the DiveShell web shell is evident in the rule, which identifies outbound C&C traffic.""
     ],
     [
         ""sid"": ""60338"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": ""Ingress Tool Transfer techniques involve transferring tools or other files from an external system into a compromised environment."",
         ""Explanation"": ""The rule indicates outbound communication from the compromised system, suggesting that tools or files are being transferred out.""
     ]
 ]","['T1071', 'T1105', 'T1562', 'T1098', 'T1197', 'T1059', 'T1204']","['T1071', 'T1059']","['T1105', 'T1059', 'T1106', 'T1064', 'T1166']","['T1105', 'T1059']",['T1505']
59930,"[
         {
             ""sid"": ""59930"",
             ""Technique ID"": ""T1105"",
             ""Technique name"": ""Ingress Tool Transfer"",
             ""Quotes"": """"Ingress Tool Transfer techniques are used to move tools or other files from an external system into a compromised environment. The rule specifically detects an attempt to download a JSP web shell, which is a malicious script used to provide remote access and control over an application server."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""59930"",
             ""Technique ID"": ""T1110"",
             ""Technique name"": ""Brute Force"",
             ""Quotes"": """"Brute force techniques are used to gain access to accounts when passwords are unknown or when password hashes are obtained. The rule identifies an attempt to download a web shell, which can be used to enumerate user credentials for subsequent exploitation."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         },
         {
             ""sid"": ""59930"",
             ""Technique ID"": ""T1189"",
             ""Technique name"": ""Drive-by Compromise"",
             ""Quotes"": """"Drive-by Compromise techniques involve gaining access to a system through a user visiting a website over the normal course of browsing. The rule detects an attempt to download a web shell, which could be hosted on a compromised website and used to infect a user's system during a regular browsing session."""",
             ""Explanation"": ""This event is generated when activity relating to malware is detected.""
         }
     ][
     ""sid"": ""59930"",
     ""Technique ID"": ""T1189"",
     ""Technique name"": ""Drive-by Compromise"",
     ""Quotes"": """"Drive-by Compromise involves gaining access to a system through a user visiting a website over the normal course of browsing. The rule mentions a detection of a malicious Java web shell (Jsp.Webshell.Noop) being downloaded, which often occurs through drive-by downloads or by exploiting vulnerabilities in web applications."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
         {
             ""sid"": ""59930"",
             ""Technique ID"": ""T1105"",
             ""Technique name"": ""Ingress Tool Transfer"",
             ""Quotes"": """"Ingress Tool Transfer techniques encompass the movement of tools, malware, or other files from an external system into a compromised environment.  The rule detects an attempt by a malicious actor to download a Java web shell onto the target system, which is a common method of gaining persistent access to the system."""",
             ""Explanation"": ""This event is generated when activity relating to a backdoor is detected.""
         },
         {
             ""sid"": ""59930"",
             ""Technique ID"": ""T1204"",
             ""Technique name"": ""User Execution"",
             ""Quotes"": """"User Execution techniques rely upon some action by a user to execute adversarial code. The rule triggers when a user requests a specific parameter (|22|nname|22|) and another specific parameter (|22|contentString|22|)  from a web page, which may indicate that the user is attempting to execute malicious code."",
             ""Explanation"": ""This event is generated when activity relating to a backdoor is detected.""
         }
     ]","['T1105', 'T1140', 'T1204', 'T1106', 'T1189', 'T1583', 'T1087', 'T1110', 'T1190']","['T1189', 'T1204']","['T1105', 'T1110', 'T1189', 'T1204']","['T1189', 'T1105']",['T1094']
50463,"[
         ""sid"": ""50463"",
         ""Technique ID"": ""T1003"",
         ""Technique name"": ""OS Credential Dumping"",
         ""Quotes"": """"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password, from the operating system and software."""",
         ""Explanation"": ""Mimikatz is commonly used by adversaries to dump credentials from Windows systems, and the rule specifically mentions its usage via SMB protocol.""
     ][
         ""sid"": ""50463"",
         ""Technique ID"": ""T1003"",
         ""Technique Name"": ""OS Credential Dumping"",
         ""Quotes"": ""Mimikatz, a well-known credential dumping tool, works by exploiting vulnerabilities in the Windows operating system to dump credential material from memory. The rule detects attempts to use Mimikatz over SMB, which is a common method for attackers to gain access to credentials."",
         ""Explanation"": ""This event is generated when activity relating to an exploit is detected.""
     ][
     ""sid"": ""50463"",
     ""Technique ID"": ""T1003"",
     ""Technique name"": ""OS Credential Dumping"",
     ""Quotes"": """"Credential Dumping techniques involve extracting credentials from the operating system, such as hashed passwords, to obtain privileged access. The rule detects an attempt to use the Mimikatz tool to dump credentials via the SMB protocol, which is a common technique used by attackers to extract credentials from compromised systems."""",
     ""Explanation"": ""This event is generated when activity relating to credential dumping is detected.""
 ]","['T1003', 'T1005', 'T1482', 'T1553', 'T1098', 'T1199', 'T1554', 'T1555']","['T1003', 'T1005']",['T1003'],['T1003'],['T1187']
