Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
43288,"
 {
   ""Sid"": ""43288"",
   ""Technique ID"": ""T1083"",
   ""Technique Name"": ""File and Directory Discovery"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when there is an attempt to access the /etc/motd file. This technique is about adversaries enumerating files and directories for specific information within a file system, which is what the rule is trying to detect.""
 }
 
 {}
 
 [
   {
     ""Sid"": ""43288"",
     ""Technique ID"": ""T1087"",
     ""Technique Name"": ""Account Discovery"",
     ""Quotes"": [
       ""Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment""
     ],
     ""Explanation"": ""/etc/motd file access attempt indicates that the adversary might be trying to gather information about the usernames or email addresses of the system""
   },
   {
     ""Sid"": ""43288"",
     ""Technique ID"": ""T1083"",
     ""Technique Name"": ""File and Directory Discovery"",
     ""Quotes"": [
       ""Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system""
     ],
     ""Explanation"": ""/etc/motd file access attempt indicates that the adversary might be trying to discover files and directories of the system.""
   }
 ]
 ","['T1087', 'T1598', 'T1083', 'T1590']","['T1087', 'T1083']","['T1083', 'T1087']","['T1083', 'T1087']",['T1087']
60299,"
 {
   ""Sid"": ""60299"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": [],
   ""Explanation"": ""The Snort rule triggers on the signature \""header(|22|Expires: |22|.date(|22|r|22|,mktime(0,0,0,1,1,2030)))|3B|\"", which is a pattern typically used in brute force attacks.""
 }
 {}
 {
   ""Sid"": ""60299"",
   ""Technique ID"": ""T1110"",
   ""Technique Name"": ""Brute Force"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for attempts to upload a PHP webshell named Cybershell. PHP webshells are often used by attackers to gain unauthorized access to a web server and execute commands on it. Brute force attacks are commonly used to gain access to accounts when passwords are unknown or when password hashes are obtained.""
 }
 ","['T1047', 'T1072', 'T1114', 'T1048', 'T1105', 'T1569', 'T1195', 'T1055', 'T1120', 'T1190', 'T1203', 'T1112', 'T1059', 'T1185', 'T1123', 'T1018', 'T1110']","['T1047', 'T1190']",['T1110'],['T1110'],['T1505']
27756,"
 {
   ""Sid"": ""27756"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when content /piranha/secure/passwd.php3 and passwd=ACCEPT are observed, which could be related to exploitation of RedHat Piranha Virtual Server Package.""
 }
 
 {}
 [
   {
     ""Sid"": ""27756"",
     ""Technique ID"": ""T1204"",
     ""Technique Name"": ""User Execution"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when a user attempts to access a specific URI with specific content in the HTTP request. This indicates that the adversary is trying to exploit a vulnerability in the Piranha Virtual Server Package by tricking a user into executing a command.""
   },
   {
     ""Sid"": ""27756"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when a user attempts to access a specific URI with specific content in the HTTP request. This indicates that the adversary is trying to exploit a vulnerability in the Piranha Virtual Server Package, which is a public-facing application.""
   }
 ]","['T1124', 'T1204', 'T1190', 'T1114', 'T1570', 'T1569', 'T1137', 'T1211', 'T1112', 'T1040', 'T1110', 'T1134', 'T1098', 'T1136', 'T1132']","['T1204', 'T1190']","['T1190', 'T1204']","['T1190', 'T1204']",['T1078']
4060,"{""Sid"": ""4060"", ""Technique ID"": ""T1204"", ""Technique Name"": ""User Execution"", ""Quotes"": [""An adversary may rely upon specific actions by a user in order to gain execution""], ""Explanation"": ""The rule triggers when a RDP Administrator connection request is attempted. This technique is relevant because it involves an adversary relying on a user to execute a malicious action, such as clicking on a link or opening an attachment, in order to gain access to the system.""}
 {}
 {""Sid"": ""4060"", ""Technique ID"": ""T1020"", ""Technique Name"": ""Automated Exfiltration"", ""Quotes"": [], ""Explanation"": ""The rule detects remote desktop protocol attempted administrator connection request, which could be used for exfiltrating data.""}","['T1047', 'T1204', 'T1021', 'T1048', 'T1036', 'T1049', 'T1137', 'T1203', 'T1040', 'T1571', 'T1185', 'T1110', 'T1020', 'T1136', 'T1543']","['T1020', 'T1047']","['T1204', 'T1020']","['T1204', 'T1020']",['T1021']
32105,"{""Sid"": ""32105"", ""Technique ID"": ""T1176"", ""Technique Name"": ""Browser Extensions"", ""Quotes"": ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems"", ""Explanation"": ""The rule looks for attempts to exploit a vulnerability in the Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control, which could be used to execute arbitrary code on the victim's system. This is a common technique used by adversaries to gain persistent access to a victim's system, as browser extensions can be used to silently execute malicious code and collect sensitive information without the user's knowledge or consent.""}{""Sid"": ""32105"", ""Technique ID"": ""T1176"", ""Technique Name"": ""Browser Extensions"", ""Quotes"": ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems"", ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control, which could lead to code execution and persistent access to the victim system.""}, {""Sid"": ""32105"", ""Technique ID"": ""T1040"", ""Technique Name"": ""Network Sniffing"", ""Quotes"": ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network"", ""Explanation"": ""The rule detects suspicious network traffic patterns that could be used for sniffing network traffic and capturing sensitive information, such as authentication credentials.""}
 {
   ""Sid"": ""32105"",
   ""Technique ID"": ""T1176"",
   ""Technique Name"": ""Browser Extensions"",
   ""Quotes"": [
     ""Adversaries may abuse Internet browser extensions to establish persistent access to victim systems""
   ],
   ""Explanation"": ""The rule triggers on attempts to access Oracle WebCenter Content CheckOutAndOpen.dll ActiveX control, which could be an indication of an attempt to abuse a browser extension for malicious purposes.""
 }
 ","['T1047', 'T1113', 'T1114', 'T1562', 'T1007', 'T1120', 'T1012', 'T1203', 'T1190', 'T1111', 'T1040', 'T1110', 'T1176', 'T1071', 'T1005', 'T1132']","['T1071', 'T1047']","['T1176', 'T1040']","['T1176', 'T1040']",['T1218']
32771,"{""Sid"": 32771, ""Technique ID"": ""T1192"", ""Technique Name"": ""Phishing"", ""Quotes"": [], ""Explanation"": ""The rule detects phishing emails, which is a common method used by adversaries to deliver malware or obtain sensitive information.""}, {""Sid"": 32771, ""Technique ID"": ""T1566"", ""Technique Name"": ""Spearphishing Attachment"", ""Quotes"": [], ""Explanation"": ""The rule specifically looks for emails with attachments that contain the string \""adb-\"" followed by \""invoice.zip\"", which is a common pattern used in spearphishing attacks.""}{
   ""Sid"": ""32771"",
   ""Technique ID"": ""T1080"",
   ""Technique Name"": ""Taint Shared Content"",
   ""Quotes"": [
     ""Adversaries may deliver payloads to remote systems by adding content to shared storage locations, such as network drives or internal code repositories""
   ],
   ""Explanation"": ""The Snort rule detects an attachment to an email that contains the words \""adb\"" and \""invoice.zip\"". This suggests that the attachment may be a malicious payload, and the rule is designed to drop the connection if the attachment is detected. This is consistent with the T1080 technique, which involves delivering payloads to remote systems by adding content to shared storage locations.""
 }{""Sid"": ""32771"", ""Technique ID"": ""T1190"", ""Technique Name"": ""Exploit Public-Facing Application"", ""Quotes"": [], ""Explanation"": ""The rule triggers on SMTP traffic containing \""Content-Disposition\"". SMTP is a public-facing application, and exploiting vulnerabilities in it can allow adversaries to gain initial access to a network.""}
 {""Sid"": ""32771"", ""Technique ID"": ""T1114"", ""Technique Name"": ""Email Collection"", ""Quotes"": [], ""Explanation"": ""The rule triggers on SMTP traffic containing \""adb-invoice.zip\"". This suggests that the traffic is likely related to a phishing email scam, which is a common technique for adversaries to collect email addresses.""}","['T1080', 'T1552', 'T1129', 'T1072', 'T1114', 'T1525', 'T1195', 'T1542', 'T1572', 'T1590', 'T1190', 'T1040', 'T1112', 'T1115', 'T1580', 'T1134', 'T1087', 'T1132', 'T1005']","['T1190', 'T1087']","['T1192', 'T1566', 'T1080', 'T1190', 'T1114']","['T1192', 'T1566']",['T1566']
57465,"{'Sid': '57465', 'Technique ID': 'T1102', 'Technique Name': 'Web Service', 'Quotes': [], 'Explanation': 'The rule triggers on an inbound connection to a web service on a specific port range. Adversaries often use web services to relay data to and from compromised systems, which is consistent with the behavior described in the rule.'}
 {
   ""Sid"": ""57465"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses the content keyword to look for a specific pattern in the HTTP traffic. This pattern is often used by malware to communicate with its command and control server. By sniffing the network traffic, the IDS can detect this pattern and raise an alert.""
 }
 
 {
   ""Sid"": ""57465"",
   ""Technique ID"": ""T1102"",
   ""Technique Name"": ""Web Service"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects inbound connections to a specific URI (/licenseserverproto.cgi) on HTTP ports from an external network to an internal network. This technique is related to the rule because it involves using an external web service for relaying data to a compromised system, which could be achieved through the specified URI.""
 }
 ","['T1078', 'T1102', 'T1018', 'T1021', 'T1189', 'T1041', 'T1105', 'T1528', 'T1195', 'T1566', 'T1133', 'T1210', 'T1111', 'T1040', 'T1584', 'T1037', 'T1132']","['T1189', 'T1078']","['T1102', 'T1040']","['T1102', 'T1040']",['T1071']
30522,"{
  ""Sid"": ""30522"",
  ""Technique ID"": ""T1190"",
  ""Technique Name"": ""Exploit Public-Facing Application"",
  ""Quotes"": [
   ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network""
  ],
  ""Explanation"": ""The rule is detecting an attempt to exploit a vulnerability in an SSL/TLS implementation. This technique is commonly used by adversaries to gain initial access to a network by exploiting a publicly accessible system.""
 }
 {
  ""Sid"": ""30522"",
  ""Technique ID"": ""T1040"",
  ""Technique Name"": ""Network Sniffing"",
  ""Quotes"": [
   ""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""
  ],
  ""Explanation"": ""The rule is detecting an attempt to exploit a vulnerability in an SSL/TLS implementation. This technique is commonly used by adversaries to capture network traffic, including authentication material, in order to gain access to a network.""
 }python
 {}
 
 {
   ""Sid"": ""30522"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers on a TLS heartbeat overrun attempt, which could be exploited by an adversary to gain unauthorized access to a public-facing web server.""
 }
 ","['T1529', 'T1129', 'T1072', 'T1652', 'T1611', 'T1056', 'T1490', 'T1033', 'T1012', 'T1190', 'T1210', 'T1040', 'T1571', 'T1185', 'T1197', 'T1132', 'T1001']","['T1056', 'T1190']","['T1190', 'T1040']","['T1190', 'T1040']",['T1123']
862,"
 {
   ""Sid"": ""862"",
   ""Technique ID"": ""T1016"",
   ""Technique Name"": ""Remote System Discovery"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for attempts to access a shell (csh) on a web server, which could be an attempt to gain access to the system and perform reconnaissance.""
 }
 
 {
   ""Sid"": ""862"",
   ""Technique ID"": ""T1018"",
   ""Technique Name"": ""Remote System Discovery"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for attempts to access the csh shell on a web server, which could be an indication of an attacker trying to gain access to the system and perform reconnaissance.""
 }
 {
   ""Sid"": ""862"",
   ""Technique ID"": ""T1047"",
   ""Technique Name"": ""Windows Management Instrumentation"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for attempts to access the csh shell on a web server, which could be an indication of an attacker trying to gain access to the system and perform reconnaissance. WMI is a tool that can be used for system discovery and management, and it could be used by an attacker to gather information about the system and its configuration.""
 }
 {""Sid"": ""862"", ""Technique ID"": ""T1087"", ""Technique Name"": ""Account Discovery"", ""Quotes"": [], ""Explanation"": ""The rule triggers on attempts to access the \""/csh\"" URI, which could indicate an attempt to gather information about valid accounts or email addresses on the system.""}
 {""Sid"": ""862"", ""Technique ID"": ""T1018"", ""Technique Name"": ""Remote System Discovery"", ""Quotes"": [], ""Explanation"": ""The rule triggers on attempts to access the \""/csh\"" URI from external networks, which could indicate an attempt to gather information about other systems on the network.""}","['T1047', 'T1018', 'T1114', 'T1189', 'T1036', 'T1033', 'T1566', 'T1003', 'T1211', 'T1203', 'T1040', 'T1217', 'T1087', 'T1197', 'T1005']","['T1189', 'T1047']","['T1016', 'T1018', 'T1047', 'T1087']","['T1016', 'T1018']",['T1204']
25579,"[
   {
     ""Sid"": ""25579"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": ""Adversaries may send phishing messages to gain access to victim systems"",
     ""Explanation"": ""The rule triggers on phishing attack which is an email with a link or file pretending  to be from a legitimate source to trick victims into giving personal information, clicking a malicious link, or downloading an attachment.""
   },
   {
     ""Sid"": ""25579"",
     ""Technique ID"": ""T1192"",
     ""Technique Name"": ""Trojan"",
     ""Quotes"": ""Adversaries may leverage trojans to facilitate remote access, data exfiltration, lateral movement, and other malicious activities"",
     ""Explanation"": ""The rule triggers on a trojan file called \""BookingInfo.exe\"", which is malicious software that misleads users into thinking it is legitimate software.""
   }
 ][
   {
     ""Sid"": ""25579"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [
       ""Adversaries may send phishing messages to gain access to victim systems""
     ],
     ""Explanation"": ""The rule detects a phishing attack that uses HTTP to deliver a malicious file named \""BookingInfo.exe\"" to the victim's system. Phishing is a technique commonly used by adversaries to gain access to victim systems, making T1566 a relevant technique for this rule.""
   },
   {
     ""Sid"": ""25579"",
     ""Technique ID"": ""T1195"",
     ""Technique Name"": ""Supply Chain Compromise"",
     ""Quotes"": [
       ""Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise""
     ],
     ""Explanation"": ""The rule detects a malicious file named \""BookingInfo.exe\"" being delivered to the victim's system through an HTTP response. This suggests that the adversary may have compromised the supply chain of a legitimate product or delivery mechanism to deliver the malicious file, making T1195 a relevant technique for this rule.""
   }
 ][
   {
     ""Sid"": ""25579"",
     ""Technique ID"": ""T1192"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [
       ""|3B 20|filename=BookingInfo.zip|0D 0A|""
     ],
     ""Explanation"": ""The rule contains the content string \""|3B 20|filename=BookingInfo.zip|0D 0A|\"", which is a common pattern seen in phishing emails that contain malicious attachments.""
   },
   {
     ""Sid"": ""25579"",
     ""Technique ID"": ""T1566"",
     ""Technique Name"": ""Phishing"",
     ""Quotes"": [
       ""Fake bookinginfo HTTP Response phishing attack""
     ],
     ""Explanation"": ""The rule's metadata includes the description \""Fake bookinginfo HTTP Response phishing attack\"", which clearly indicates that the rule is designed to detect phishing attacks.""
   }
 ]","['T1047', 'T1496', 'T1568', 'T1195', 'T1566']","['T1047', 'T1566']","['T1566', 'T1192', 'T1195']","['T1566', 'T1192']",['T1566']
38562,"
 {""Sid"": ""38562"", ""Technique ID"": ""T1020"", ""Technique Name"": ""Automated Exfiltration"", ""Quotes"": [], ""Explanation"": ""The rule has a content match for \""/gate.php\"", which is an indicator of a malware exfiltration attempt. T1020 is related to automated data exfiltration, which aligns with the behavior observed in the rule.""}
 {""Sid"": ""38562"", ""Technique ID"": ""T1056"", ""Technique Name"": ""Input Capture"", ""Quotes"": [], ""Explanation"": ""The rule includes content matches for various input fields, such as \""&admin=\"", which suggests an attempt to capture user input. T1056 involves capturing user input to obtain credentials or information, which aligns with the rule's purpose.""}
 
 [
   {
     ""Sid"": ""38562"",
     ""Technique ID"": ""T1020"",
     ""Technique Name"": ""Automated Exfiltration"",
     ""Quotes"": [
       ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection""
     ],
     ""Explanation"": ""The rule detects initial exfiltration attempts by a Win.Trojan.GateKeylogger malware, which involves automated exfiltration of sensitive information such as PC details, admin status, OS version, and hardware ID.""
   },
   {
     ""Sid"": ""38562"",
     ""Technique ID"": ""T1056"",
     ""Technique Name"": ""Input Capture"",
     ""Quotes"": [
       ""Adversaries may use methods of capturing user input to obtain credentials or collect information""
     ],
     ""Explanation"": ""The rule looks for specific parameters and values in the HTTP body, including 'pc', 'admin', 'os', 'hid', and 'arc'. This suggests that the malware is attempting to capture user input, potentially to obtain sensitive information.""
   }
 ]
 
 {
   ""Sid"": ""38562"",
   ""Technique ID"": ""T1020"",
   ""Technique Name"": ""Automated Exfiltration"",
   ""Quotes"": [
     ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection""
   ],
   ""Explanation"": ""The rule uses content matching to detect exfiltration attempts by looking for specific patterns in the HTTP request body. This includes patterns that match the exfiltration of system information like the operating system, hardware ID, and the presence of anti-virus software.""
 }
 ","['T1020', 'T1056', 'T1041']","['T1020', 'T1056']","['T1020', 'T1056']","['T1020', 'T1056']",['T1020']
50465,"{}
 {
   ""Sid"": ""50465"",
   ""Technique ID"": ""T1518"",
   ""Technique Name"": ""Software Discovery"",
   ""Quotes"": [
     ""Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment""
   ],
   ""Explanation"": ""The provided rule is for detecting Responder poisoner SMB negotiation attacks, which can be used to extract software information from the victim's system. So, I believe that the rule is related to the Software Discovery technique.""
 }
 {'Sid': '50465', 'Technique ID': 'T1021', 'Technique Name': 'Remote Services', 'Quotes': 'Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC', 'Explanation': 'The rule involves NetBIOS-SSN service, which is a remote service that allows for file and print sharing. It is possible for attackers to exploit this service to gain unauthorized access to the system.'}
 {'Sid': '50465', 'Technique ID': 'T1190', 'Technique Name': 'Exploit Public-Facing Application', 'Quotes': 'Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network', 'Explanation': 'SMB service is typically exposed to the internet, the rule detects an attack attempt on port 445 which is used by SMB service, indicating an attempt to exploit a public-facing application.'}","['T1482', 'T1021', 'T1505', 'T1546', 'T1114', 'T1591', 'T1518', 'T1016', 'T1588', 'T1620', 'T1190', 'T1210', 'T1556', 'T1217', 'T1531', 'T1134', 'T1132', 'T1140']","['T1505', 'T1021']","['T1518', 'T1021', 'T1190']","['T1518', 'T1505']",['T1187']
57462,"{
 ""Sid"": ""57462"",
 ""Technique ID"": ""T1083"",
 ""Technique Name"": ""File and Directory Discovery"",
 ""Quotes"": [""""],
 ""Explanation"": ""The rule detects a Perl.Backdoor.STEADYPULSE webshell variant, which may be used for file and directory discovery and execution of commands on the compromised system.""
 }
 {
 ""Sid"": ""57462"",
 ""Technique ID"": ""T1041"",
 ""Technique Name"": ""Exfiltration Over C2 Channel"",
 ""Quotes"": [],
 ""Explanation"": ""The webshell variant detected by the rule may be used to exfiltrate data over a command and control channel.""
 }
 [
   {
     ""Sid"": ""57462"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for the presence of data in a network connection that matches the pattern \""Results of |27|\"", which is indicative of network sniffing activity.""
   },
   {
     ""Sid"": ""57462"",
     ""Technique ID"": ""T1197"",
     ""Technique Name"": ""BITS Jobs"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for the presence of data in a network connection that matches the pattern \""|27| execution:|0A 0A|\"", which is indicative of BITS Jobs activity.""
   }
 ]
 
 {
   ""Sid"": ""57462"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for a Perl webshell variant that uses network sniffing to capture information about the environment, including authentication material passed over the network.""
 }
 ","['T1047', 'T1091', 'T1129', 'T1189', 'T1041', 'T1559', 'T1518', 'T1012', 'T1563', 'T1133', 'T1190', 'T1040', 'T1095', 'T1092', 'T1526', 'T1197', 'T1083']","['T1189', 'T1047']","['T1083', 'T1041', 'T1040', 'T1197']","['T1197', 'T1041']",['T1071']
48231,"{
   ""Sid"": ""48231"",
   ""Technique ID"": ""T1220"",
   ""Technique Name"": ""XSL Script Processing"",
   ""Quotes"": [
     ""Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files""
   ],
   ""Explanation"": ""The rule triggers on the content '/syncope-console/wicket/bookmarkable/org.apache.syncope.client.console.pages.Reports' and 'xmlEditorInfo=' in the HTTP request body. This indicates an attempt to inject XSL (Extensible Stylesheet Language) code into an Apache Syncope application. Adversaries may use this technique to execute arbitrary code on the server.""
 }
 {
   ""Sid"": ""48231"",
   ""Technique ID"": ""T1113"",
   ""Technique Name"": ""Screen Capture"",
   ""Quotes"": [],
   ""Explanation"": ""The rule looks for attempts to inject XSL code into Apache Syncope, which could be used to execute arbitrary code on the server. This technique is often used to capture screenshots of the user's desktop, which can be used to gather information about the user's activities.""
 }
 
 {}
 ","['T1220', 'T1204', 'T1113', 'T1114', 'T1011', 'T1105', 'T1036', 'T1518', 'T1071', 'T1190', 'T1135', 'T1040', 'T1659', 'T1119', 'T1197', 'T1136']","['T1071', 'T1220']","['T1220', 'T1113']","['T1220', 'T1113']",['T1220']
19706,"{
   ""Sid"": 19706,
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": null,
   ""Explanation"": ""The rule is related to network sniffing because it checks for specific content in the HTTP traffic, which could be used to sniff out sensitive information.""
 }
 [
   {
     ""Sid"": ""19706"",
     ""Technique ID"": ""T1020"",
     ""Technique Name"": ""Automated Exfiltration"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects outbound connections to external IP addresses on HTTP ports, with a specific HTTP URI and HTTP client body content, which is a pattern commonly associated with malware exfiltrating data from compromised systems.""
   },
   {
     ""Sid"": ""19706"",
     ""Technique ID"": ""T1133"",
     ""Technique Name"": ""External Remote Services"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers on connections to external IP addresses over HTTP ports, suggesting that the malware behind the connection may be using an external remote service to establish communication and facilitate exfiltration of data.""
   }
 ]
 [
   {
     ""Sid"": ""19706"",
     ""Technique ID"": ""T1001"",
     ""Technique Name"": ""Data Obfuscation"",
     ""Quotes"": [
       ""Adversaries may obfuscate command and control traffic to make it more difficult to detect""
     ],
     ""Explanation"": ""The rule looks for outbound connections to a specific URI with specific content in the HTTP body. The content in the HTTP body is obfuscated using URL encoding, which is a technique to hide the true meaning of the data.""
   },
   {
     ""Sid"": ""19706"",
     ""Technique ID"": ""T1020"",
     ""Technique Name"": ""Automated Exfiltration"",
     ""Quotes"": [
       ""Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection""
     ],
     ""Explanation"": ""The rule looks for outbound connections to a specific URI with specific content in the HTTP body. The content in the HTTP body contains information that could be used to exfiltrate data from the victim system.""
   }
 ]","['T1047', 'T1596', 'T1499', 'T1189', 'T1490', 'T1007', 'T1563', 'T1133', 'T1083', 'T1040', 'T1092', 'T1071', 'T1020', 'T1136', 'T1001']","['T1189', 'T1071']","['T1040', 'T1020', 'T1133', 'T1001']","['T1040', 'T1020']",['T1176']
57466,"
 {
   ""Sid"": ""57466"",
   ""Technique ID"": ""T1104"",
   ""Technique Name"": ""Multi-Stage Channels"",
   ""Quotes"": [
     ""Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions""
   ],
   ""Explanation"": ""The rule is looking for inbound connections to the backdoor Perl.Backdoor.ATRIUM variant, which is typically used to establish a multi-stage connection to a command and control server.""
 }
 
 [
   {
     ""Sid"": ""57466"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects inbound Perl.Backdoor.ATRIUM variant CNC connections which may indicate an adversary attempting to transfer tools or other files from an external system into a compromised environment.""
   },
   {
     ""Sid"": ""57466"",
     ""Technique ID"": ""T1021"",
     ""Technique Name"": ""Remote Services"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects inbound CNC connections to HTTP ports which may indicate an adversary using remote services to gain access to internal systems once inside of a network.""
   }
 ]
 
 {}
 ","['T1078', 'T1021', 'T1072', 'T1114', 'T1105', 'T1518', 'T1563', 'T1190', 'T1210', 'T1104', 'T1498', 'T1071', 'T1134', 'T1136', 'T1005']","['T1071', 'T1078']","['T1104', 'T1105', 'T1021']","['T1104', 'T1505']",['T1071']
42451,"
 [
   {
     ""Sid"": ""42451"",
     ""Technique ID"": ""T1110"",
     ""Technique Name"": ""Brute Force"",
     ""Quotes"": [
       ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained""
     ],
     ""Explanation"": ""The rule looks for brute force login attempts to the ScadaBR index.php page, which is a web application for industrial automation and SCADA systems. The rule checks for multiple attempts to login with different usernames and passwords, which is a common tactic used in brute force attacks.""
   },
   {
     ""Sid"": ""42451"",
     ""Technique ID"": ""T1114"",
     ""Technique Name"": ""Email Collection"",
     ""Quotes"": [
       ""Adversaries may target user email to collect sensitive information""
     ],
     ""Explanation"": ""The rule also checks for the presence of the string \""JSESSIONID\"" in the HTTP header, which is used to track user sessions. This suggests that the attacker may be attempting to collect session information to gain access to sensitive data or hijack user accounts.""
   }
 ]
 {""Sid"": ""42451"", ""Technique ID"": ""T1110"", ""Technique Name"": ""Brute Force"", ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained"", ""Explanation"": ""The rule detects brute force login attempts to an index.php web application by monitoring for multiple attempts to login with different usernames and passwords.""}{
 ""Sid"": ""42451"",
 ""Technique ID"": ""T1110"",
 ""Technique Name"": ""Brute Force"",
 ""Quotes"": [
 ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained""
 ],
 ""Explanation"": ""The rule detects brute force login attempts by checking if the request contains the ""username"" and ""password"" fields and is made to the ""login.htm"" file.""
 }
 {
 ""Sid"": ""42451"",
 ""Technique ID"": ""T1134"",
 ""Technique Name"": ""Access Token Manipulation"",
 ""Quotes"": [
 ""Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls""
 ],
 ""Explanation"": ""The rule detects brute force login attempts by checking if the request contains the ""username"" and ""password"" fields and is made to the ""login.htm"" file. This suggests that the adversary is trying to gain access to the system by brute-forcing the login credentials.""
 }","['T1110', 'T1589', 'T1113', 'T1114', 'T1036', 'T1105', 'T1195', 'T1497', 'T1137', 'T1190', 'T1112', 'T1554', 'T1134']","['T1190', 'T1110']","['T1110', 'T1114', 'T1134']","['T1110', 'T1114']",['T1110']
53341,"
 {
   ""Sid"": ""53341"",
   ""Technique ID"": ""T1190"",
   ""Technique Name"": ""Exploit Public-Facing Application"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an attempt to exploit a vulnerability in the Apache Tomcat AJP connector, which is a public-facing application. This technique is commonly used by adversaries to gain initial access to a network.""
 }
 
 [
   {
     ""Sid"": ""53341"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when it detects an attempt to access a file on an Apache Tomcat server using the AJP connector. This technique is relevant because it involves exploiting a weakness in an Internet-facing application to gain initial access to a network.""
   },
   {
     ""Sid"": ""53341"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule triggers when it detects an attempt to transfer a file to a compromised server using the AJP connector. This technique is relevant because it involves transferring tools or other files from an external system into a compromised environment.""
   }
 ]
 
 {}
 ","['T1199', 'T1047', 'T1113', 'T1018', 'T1006', 'T1114', 'T1105', 'T1570', 'T1580', 'T1190', 'T1137', 'T1055', 'T1203', 'T1111', 'T1104', 'T1609', 'T1110', 'T1134', 'T1132']","['T1047', 'T1190']","['T1190', 'T1105']","['T1190', 'T1105']",['T1048']
