Sid,Response,Without_Limit_Prompt_Without_Competition_Without_Limit_Return,Without_Limit_Prompt_Without_Competition_With_Limit_Return,Without_Limit_Prompt_With_Competition_Without_Limit_Return,Without_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
37245,"{
 ""Sid"": ""37245"",
 ""Technique ID"": ""T1132"",
 ""Technique Name"": ""Data Encoding"",
 ""Quotes"": [],
 ""Explanation"": ""The rule triggers on base64 encoded data being sent to the server, which is a common technique for encoding data to make it more difficult to detect.""
 }
 [
   {
     ""Sid"": ""37245"",
     ""Technique ID"": ""T1001"",
     ""Technique Name"": ""Data Obfuscation"",
     ""Quotes"": [],
     ""Explanation"": ""The rule contains \""content:\""=@eval(base64_decode($_POST\"". This indicates that the adversary is using data obfuscation to make it more difficult to detect the command and control traffic.""
   },
   {
     ""Sid"": ""37245"",
     ""Technique ID"": ""T1132"",
     ""Technique Name"": ""Data Encoding"",
     ""Quotes"": [],
     ""Explanation"": ""The rule contains \""content:\""=@eval(base64_decode($_POST\"". This indicates that the adversary is using data encoding to make it more difficult to detect the command and control traffic.""
   }
 ]
 {""Sid"": ""37245"", ""Technique ID"": ""T1001"", ""Technique Name"": ""Data Obfuscation"", ""Quotes"": [], ""Explanation"": ""The rule looks for a base64-encoded string in the HTTP body. This technique is used to obfuscate data to make it more difficult to detect.""}
 {""Sid"": ""37245"", ""Technique ID"": ""T1132"", ""Technique Name"": ""Data Encoding"", ""Quotes"": [], ""Explanation"": ""The rule looks for a base64-encoded string in the HTTP body. This technique is used to encode data to make it more difficult to detect.""}","['T1132', 'T1001']",['T1001'],"['T1132', 'T1001']","['T1132', 'T1001']","['T1001', 'T1219']"
56606,"
 [
   {
     ""Sid"": ""56606"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule uses content matching to detect inbound command attempts from the Rat.Tool.CSBundleUSATodayServer malware, which may involve sniffing network traffic to capture information about the environment, including authentication material passed over the network.""
   },
   {
     ""Sid"": ""56606"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects inbound command attempts from the Rat.Tool.CSBundleUSATodayServer malware, which may involve exfiltrating data over an existing command and control channel.""
   },
   {
     ""Sid"": ""56606"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects inbound command attempts from the Rat.Tool.CSBundleUSATodayServer malware, which may involve transferring tools or other files from an external system into a compromised environment.""
   }
 ]
 {""Sid"": ""56606"", ""Technique ID"": ""T1040"", ""Technique Name"": ""Network Sniffing"", ""Quotes"": [""Adversaries may sniff network traffic to capture information about an environment, including authentication material passed over the network""], ""Explanation"": ""The rule uses network sniffing to detect malicious traffic by inspecting the content of network packets.""}{
   ""Sid"": 56606,
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses Snort to detect suspicious network traffic patterns, which is related to network sniffing techniques used by adversaries to capture information about an environment.""
 }","['T1080', 'T1047', 'T1102', 'T1021', 'T1014', 'T1041', 'T1591', 'T1070', 'T1570', 'T1105', 'T1608', 'T1566', 'T1008', 'T1040', 'T1059', 'T1134', 'T1132']","['T1047', 'T1102']","['T1040', 'T1041', 'T1105']","['T1040', 'T1505']",['T1071']
56614,"{""Sid"": ""56614"", ""Technique ID"": ""T1071"", ""Technique Name"": ""Application Layer Protocol"", ""Quotes"": [], ""Explanation"": ""The rule triggers on Cobalt Strike's beacon connection attempt. Cobalt Strike utilizes web services provided by HTTP to communicate with its operator. HTTP protocol is an application layer protocol per TCP/IP model.""}
 {
   ""Sid"": ""56614"",
   ""Technique ID"": ""T1021"",
   ""Technique Name"": ""Remote Services"",
   ""Quotes"": [
     ""Adversaries may use Valid Accounts to log into a service that accepts remote connections, such as telnet, SSH, and VNC""
   ],
   ""Explanation"": ""The rule checks for inbound HTTP traffic to internal hosts, potentially indicating an attempt to connect to a remote service for lateral movement.""
 }
 
 {
   ""Sid"": ""56614"",
   ""Technique ID"": ""T1071"",
   ""Technique Name"": ""Application Layer Protocol"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses HTTP protocol to detect Cobalt Strike beacon connection attempts.""
 }
 ","['T1078', 'T1021', 'T1114', 'T1570', 'T1016', 'T1563', 'T1083', 'T1556', 'T1554', 'T1659', 'T1071', 'T1132']","['T1071', 'T1078']","['T1071', 'T1021']","['T1071', 'T1021']",['T1083']
12372,"
 {
   ""Sid"": ""12372"",
   ""Technique ID"": ""T1113"",
   ""Technique Name"": ""Screen Capture"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects keylogging software that could be used for screen captures.""
 }
 
 {
   ""Sid"": ""12372"",
   ""Technique ID"": ""T1113"",
   ""Technique Name"": ""Screen Capture"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects keylogger activity, which can be used to capture screenshots of the victim's desktop.""
 }
 
 {}
 ","['T1124', 'T1047', 'T1113', 'T1114', 'T1591', 'T1036', 'T1195', 'T1120', 'T1190', 'T1203', 'T1040', 'T1586', 'T1176', 'T1555']","['T1047', 'T1190']",['T1113'],['T1113'],['T1056']
59348,"{
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1074"",
   ""Technique Name"": ""Data Staged"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects an outbound connection attempt with a PHP webshell that sends system information in the HTTP content, which suggests that the adversary is staging data before exfiltration.""
 }
 {
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [],
   ""Explanation"": ""The Snort rule detects outbound traffic containing specific patterns associated with the Php.Webshell.CWShell, which is known for its ability to establish command and control (C2) channels with remote attackers. By exfiltrating data over the C2 channel, adversaries can steal sensitive information from the compromised system.""
 }
 
 {
   ""Sid"": ""59348"",
   ""Technique ID"": ""T1041"",
   ""Technique Name"": ""Exfiltration Over C2 Channel"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects outbound traffic from the internal network to external HTTP ports, which may indicate data exfiltration over an existing command and control channel.""
 }
 ","['T1080', 'T1072', 'T1041', 'T1490', 'T1049', 'T1012', 'T1055', 'T1566', 'T1133', 'T1040', 'T1092', 'T1560', 'T1074', 'T1140']","['T1566', 'T1041']","['T1074', 'T1041']","['T1074', 'T1041']",['T1505']
39642,"
 {
   ""Sid"": ""39642"",
   ""Technique ID"": ""T1012"",
   ""Technique Name"": ""Query Registry"",
   ""Quotes"": [],
   ""Explanation"": ""This IDS rule looks for attempts to access the security database of a WebNMS framework server by querying the registry for information. This technique is related to the rule because it involves querying the registry to gather information about the system, configuration, and installed software.""
 }
 JSON
 {
   ""Sid"": ""39642"",
   ""Technique ID"": ""T1113"",
   ""Technique Name"": ""Screen Capture"",
   ""Quotes"": [],
   ""Explanation"": ""This rule detects attempts to access a URL that could lead to screen capture. Screen capture is a technique that adversaries may use to gather information over the course of an operation.""
 }
 
 {}
 ","['T1078', 'T1113', 'T1114', 'T1562', 'T1528', 'T1012', 'T1190', 'T1111', 'T1621', 'T1586', 'T1087', 'T1001']","['T1078', 'T1190']","['T1012', 'T1113']","['T1012', 'T1113']",['T1003']
40238,"
 {
   ""Sid"": ""40238"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses `content` matching to identify outbound HTTP traffic containing specific strings, which could indicate a keylogger exfiltrating data. Network sniffing involves capturing network traffic to gather information, including authentication material passed over the network.""
 }
 
 {
   ""Sid"": ""40238"",
   ""Technique ID"": ""T1040"",
   ""Technique Name"": ""Network Sniffing"",
   ""Quotes"": [],
   ""Explanation"": ""The rule uses content inspection to detect outbound HTTP traffic with specific URI and body characteristics, which is consistent with the behavior of a keylogger exfiltrating data over HTTP.""
 }
 
 [
   {
     ""Sid"": ""40238"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for packets that contain specific HTTP content. This technique is used to capture information about an environment, including authentication material passed over the network.""
   },
   {
     ""Sid"": ""40238"",
     ""Technique ID"": ""T1071"",
     ""Technique Name"": ""Application Layer Protocol"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for packets that use the HTTP protocol. This technique is used to avoid detection/network filtering by blending in with existing traffic.""
   },
   {
     ""Sid"": ""40238"",
     ""Technique ID"": ""T1011"",
     ""Technique Name"": ""Exfiltration Over Other Network Medium"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for packets that contain specific HTTP content. This technique is used to exfiltrate data over a different network medium than the command and control channel.""
   }
 ]
 ","['T1078', 'T1021', 'T1053', 'T1011', 'T1041', 'T1573', 'T1570', 'T1049', 'T1518', 'T1566', 'T1055', 'T1090', 'T1012', 'T1572', 'T1190', 'T1008', 'T1040', 'T1059', 'T1586', 'T1020', 'T1071', 'T1048', 'T1132']","['T1020', 'T1071']","['T1040', 'T1071', 'T1011']","['T1040', 'T1505']",['T1056']
29918,"{
   ""Sid"": ""29918"",
   ""Technique ID"": ""T1012"",
   ""Technique Name"": ""Query Registry"",
   ""Quotes"": [],
   ""Explanation"": ""The rule triggers when a specific pattern is detected in network traffic, which suggests an attempt to access system information through the Windows Registry.""
 }
 {
     ""Sid"": ""29918"",
     ""Technique ID"": ""T1012"",
     ""Technique Name"": ""Query Registry"",
     ""Quotes"": [],
     ""Explanation"": ""The rule looks for a specific pattern in the traffic, which could indicate an attempt to query the registry for information about the system, configuration, and installed software.""
 }
 
 {
 ""Sid"": ""29918"",
 ""Technique ID"": ""T1047"",
 ""Technique Name"": ""Windows Management Instrumentation"",
 ""Quotes"": [],
 ""Explanation"": ""The rule includes content patterns that are related to the Windows Management Instrumentation (WMI) standard.""
 }
 ","['T1047', 'T1129', 'T1011', 'T1562', 'T1016', 'T1012', 'T1083', 'T1040', 'T1586', 'T1071', 'T1041']","['T1071', 'T1047']","['T1012', 'T1047']","['T1012', 'T1047']",['T1056']
13236,"
 [
   {
     ""Sid"": ""13236"",
     ""Technique ID"": ""T1040"",
     ""Technique Name"": ""Network Sniffing"",
     ""Quotes"": [],
     ""Explanation"": ""The rule captures network traffic and inspects it for specific patterns, which is a common technique used for network sniffing.""
   }
 ]
 {
 ""Sid"": ""13236"",
 ""Technique ID"": ""T1005"",
 ""Technique Name"": ""Data from Local System"",
 ""Quotes"": ['Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration'],
 ""Explanation"": ""The rule triggers on content that mentions a ZIP file being attached to an email and the file containing activity logs that the recipient has requested. This suggests that the data being sent in the email may have been gathered from the local system.""
 }{
   ""Sid"": ""13236"",
   ""Technique ID"": ""T1491"",
   ""Technique Name"": ""Defacement"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects a keylogger activity, which can be used to modify visual content on a system or network, thus affecting the integrity of the original content.""
 }","['T1529', 'T1124', 'T1080', 'T1221', 'T1205', 'T1537', 'T1127', 'T1199', 'T1552', 'T1535', 'T1550', 'T1204', 'T1078', 'T1125', 'T1497', 'T1600', 'T1102', 'T1047', 'T1220', 'T1091', 'T1113', 'T1114', 'T1036', 'T1528', 'T1653', 'T1590', 'T1040', 'T1571', 'T1106', 'T1059', 'T1119', 'T1485', 'T1005', 'T1491']","['T1204', 'T1078']","['T1040', 'T1005', 'T1491']","['T1040', 'T1005']",['T1056']
47399,"{""Sid"":""47399"", ""Technique ID"":""T1005"", ""Technique Name"":""Data from Local System"", ""Quotes"":[], ""Explanation"":""The rule looks for the string \""Microsoft Windows XP [Version\"" in the content of the packet. This string is likely to be part of the output of the \""cmd.exe\"" command, which is a command-line interpreter that can be used to execute arbitrary commands on the system. By searching for this string, the rule can detect attempts to execute commands on the system, which could be a sign of malicious activity. The technique \""Data from Local System\"" is relevant to this rule because it involves adversaries searching local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration.""}
 {}
 
 {
   ""Sid"": ""47399"",
   ""Technique ID"": ""T1044"",
   ""Technique Name"": ""Process Injection"",
   ""Quotes"": [],
   ""Explanation"": ""The rule detects attempts to execute the cmd.exe process, which could be indicative of process injection.""
 }
 ","['T1102', 'T1021', 'T1041', 'T1036', 'T1033', 'T1049', 'T1082', 'T1195', 'T1218', 'T1518', 'T1608', 'T1012', 'T1008', 'T1040', 'T1059', 'T1087', 'T1557', 'T1071', 'T1010', 'T1197', 'T1548', 'T1547', 'T1005']","['T1071', 'T1102']","['T1005', 'T1044']","['T1005', 'T1044']",['T1059']
7180,"{
  ""Sid"": ""7180"",
  ""Technique ID"": ""T1056"",
  ""Technique Name"": ""Input Capture"",
  ""Quotes"": null,
  ""Explanation"": ""The rule detects a keylogger, which is a type of malware that captures user input, including keystrokes.""
 }{}JSON
 {
   ""Sid"": ""7180"",
   ""Technique ID"": ""T1056"",
   ""Technique Name"": ""Input Capture"",
   ""Quotes"": ""Adversaries may use methods of capturing user input to obtain credentials or collect information"",
   ""Explanation"": ""The rule detects a keylogger, which is a type of software that captures user input, including keystrokes. This technique is relevant because it allows adversaries to obtain sensitive information such as usernames, passwords, and credit card numbers.""
 }
 ","['T1125', 'T1018', 'T1114', 'T1056', 'T1518', 'T1055', 'T1133', 'T1040', 'T1059', 'T1123', 'T1587']","['T1056', 'T1059']",['T1056'],['T1056'],['T1056']
56617,"{
 ""Sid"": ""56617"",
 ""Technique ID"": ""T1659"",
 ""Technique Name"": ""Content Injection"",
 ""Quotes"": [
 ""Adversaries may gain access and continuously communicate with victims by injecting malicious content into systems through online network traffic""
 ],
 ""Explanation"": ""The rule is looking for specific content in the HTTP traffic, which is a common technique used by adversaries to inject malicious content into systems.""
 }
 [
   {
     ""Sid"": ""56617"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects malicious communications to a Cobalt Strike C2 server, which is commonly used by adversaries to exfiltrate data.""
   },
   {
     ""Sid"": ""56617"",
     ""Technique ID"": ""T1659"",
     ""Technique Name"": ""Content Injection"",
     ""Quotes"": [],
     ""Explanation"": ""The rule detects attempts to inject malicious content into the HTTP stream via the 'x-timer' header, which could be used to establish a covert channel.""
   }
 ]
 
 {
   ""Sid"": ""56617"",
   ""Technique ID"": ""T1047"",
   ""Technique Name"": ""Windows Management Instrumentation"",
   ""Quotes"": [],
   ""Explanation"": ""This rule detects Cobalt Strike beacon inbound connection attempts, which may use WMI for execution.""
 }
 ","['T1047', 'T1041', 'T1114', 'T1559', 'T1049', 'T1566', 'T1203', 'T1104', 'T1659', 'T1087']","['T1047', 'T1566']","['T1659', 'T1041', 'T1047']","['T1659', 'T1041']",['T1102']
