Sid,Response,With_Limit_Prompt_Without_Competition_Without_Limit_Return,With_Limit_Prompt_Without_Competition_With_Limit_Return,With_Limit_Prompt_With_Competition_Without_Limit_Return,With_Limit_Prompt_With_Competition_With_Limit_Return,True_labels
19079,"[
     {
         ""sid"": ""19079"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": """"Drive-by Compromise techniques involve gaining access to a system through a user visiting a website over the normal course of browsing. The rule indicates that it detects an attempted browser exploit of Microsoft Internet Explorer, whereby a vulnerable webpage can compromise a visiting user's system."""",
         ""Explanation"": ""This rule is for Drive-by compromise.""
     },
     {
         ""sid"": ""19079"",
         ""Technique ID"": ""T1068"",
         ""Technique name"": ""Exploitation for Privilege Escalation"",
         ""Quotes"": """"Exploitation for Privilege Escalation techniques involve exploiting software vulnerabilities in an attempt to elevate privileges. The rule indicates that it detects a browser exploit that could potentially lead to privilege escalation on the compromised system."""",
         ""Explanation"": ""This rule is for Exploitation for Privilege Escalation.""
     }
 ][
   {
     ""sid"": ""19079"",
     ""Technique ID"": ""T1190"",
     ""Technique Name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute code. The rule indicates an attack targeting Microsoft Internet Explorer, attempting to corrupt the 'getElementById' object using a crafted 'post_info' function and manipulating the DOM to create and append a form to the document body. This behavior is consistent with exploiting a vulnerability in the browser to execute malicious code."""",
     ""Explanation"": ""The signature attempts to detect a possible attempt to exploit a vulnerability in a web browser. If an attacker is able to exploit this vulnerability, they could execute arbitrary code on the target system.""
   },
   {
     ""sid"": ""19079"",
     ""Technique ID"": ""T1203"",
     ""Technique Name"": ""Exploitation for Client Execution"",
     ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute code. The rule indicates an attack targeting Microsoft Internet Explorer, attempting to corrupt the 'getElementById' object using a crafted 'post_info' function and manipulating the DOM to create and append a form to the document body. This behavior is consistent with exploiting a vulnerability in the browser to execute malicious code."""",
     ""Explanation"": ""The signature attempts to detect a possible attempt to exploit a vulnerability in a web browser. If an attacker is able to exploit this vulnerability, they could execute arbitrary code on the target system.""
   }
 ][
         ""sid"": ""19079"",
         ""Technique ID"": ""T1068"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute code. The rule indicates the presence of an attempted exploitation of a Microsoft Internet Explorer vulnerability (getElementById object corruption) to execute arbitrary code, which is a common method used by attackers to gain control of a system."""",
         ""Explanation"": ""CWE-823.""
     },
     {
         ""sid"": ""19079"",
         ""Technique ID"": ""T1110"",
         ""Technique name"": ""Brute Force"",
         ""Quotes"": """"Brute Force techniques involve using repeated attempts to guess passwords or encryption keys. The rule indicates the presence of an attempted exploitation of a Microsoft Internet Explorer vulnerability (getElementById object corruption) to execute arbitrary code, which could be used to brute-force passwords or encryption keys."""",
         ""Explanation"": ""CWE-823.""
     }
 ]","['T1189', 'T1110', 'T1005', 'T1190', 'T1068', 'T1123', 'T1570', 'T1036', 'T1203', 'T1069', 'T1070', 'T1185', 'T1217']","['T1189', 'T1190']","['T1189', 'T1068', 'T1190', 'T1203', 'T1110']","['T1068', 'T1189']",['T1176']
58724,"[
     {
         ""sid"": ""58724"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploitation of a public-facing web application, software, or service may allow adversaries to gain remote access to an internal network."""",
         ""Explanation"": ""The Snort rule detects an attempt to exploit a vulnerability in an Apache Log4j logging remote code execution. Apache Log4j is a widely used logging framework for Java applications. A vulnerability in Log4j could allow an attacker to execute arbitrary code remotely by sending a specially crafted HTTP request. The rule is designed to identify and block such malicious HTTP requests, preventing exploitation of the vulnerability and unauthorized access to the internal network.""
     },
     {
         ""sid"": ""58724"",
         ""Technique ID"": ""T1068"",
         ""Technique name"": ""Exploitation of Remote Services"",
         ""Quotes"": """"Remote services, such as web servers or databases, may be exploited to gain unauthorized access to a network."""",
         ""Explanation"": ""The Snort rule detects an attempt to exploit a remote service, specifically an Apache Log4j logging remote code execution vulnerability. By exploiting this vulnerability, an attacker could gain unauthorized remote access to the target system, allowing them to execute arbitrary code and potentially compromise the entire network.""
     }
 ][
     {
         ""sid"": ""58724"",
         ""Technique ID"": ""T1040"",
         ""Technique name"": ""Abuse of Functionality"",
         ""Quotes"": """"Abuse of Functionality involves leveraging legitimate system or application functions for unintended purposes. In this case, the rule highlights an attempt to exploit a vulnerability in Apache Log4j, which is a Java-based logging framework, to execute remote code."""",
         ""Explanation"": ""This event is generated when someone attempts to exploit a vulnerability in Apache Log4j to execute code.""
     },
     {
         ""sid"": ""58724"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application technique involves targeting a publicly accessible application to gain unauthorized access to a network or system. The rule detects an attempt to exploit a vulnerability in Apache Log4j, which is a commonly used logging framework in web applications."""",
         ""Explanation"": ""This event is generated when someone attempts to exploit a publicly accessible application.""
     }
 ]
 {}
 ","['T1210', 'T1498', 'T1190', 'T1559', 'T1105', 'T1189', 'T1499']","['T1189', 'T1190']","['T1190', 'T1068', 'T1040']","['T1190', 'T1068']",['T1190']
37390,"[
         {
             ""sid"": ""37390"",
             ""Technique ID"": ""T1555"",
             ""Technique name"": ""Credentials from Password Stores"",
             ""Quotes"": """"Credentials from Password Stores techniques involve searching common password storage locations for lists of valid account credentials. The rule indicates an attempt to log into a Rockwell Automation server using the factory default password, indicating that adversaries may have obtained the password from public sources or password stores."""",
             ""Explanation"": ""This event is generated when an attempt is made to login with a default password. The password is likely stored in a password manager and leaked.""
         },
         {
             ""sid"": ""37390"",
             ""Technique ID"": ""T1136"",
             ""Technique name"": ""Create Account"",
             ""Quotes"": """"Create Account techniques involve creating new accounts to maintain access to victim systems. The rule suggests that adversaries may be attempting to create an account on the Rockwell server using the factory default password. This could allow them to establish persistent access to the server."""",
             ""Explanation"": ""This event is generated when an attempt is made to create a new account. The adversery is likely trying to create an account to gain access to the system.""
         }
     ][
     {
         ""sid"": ""37390"",
         ""Technique ID"": ""T1078"",
         ""Technique name"": ""Valid Accounts"",
         ""Quotes"": ""Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion"",
         ""Explanation"": ""The rule triggers when an attempt to log in to a Rockwell Automation server using default credentials is detected, suggesting an attacker's attempt to exploit default credentials to gain access.""
     },
     {
         ""sid"": ""37390"",
         ""Technique ID"": ""T1555"",
         ""Technique name"": ""Credentials from Password Stores"",
         ""Quotes"": ""Adversaries may search for common password storage locations to obtain user credentials"",
         ""Explanation"": ""The presence of default credentials in the login attempt implies that the attacker may have obtained these credentials from compromised password stores or has knowledge of commonly used default credentials.""
     }
 ]{}","['T1110', 'T1078', 'T1566', 'T1562', 'T1591', 'T1136', 'T1555', 'T1559', 'T1092', 'T1592', 'T1190', 'T1554']","['T1078', 'T1566']","['T1555', 'T1136', 'T1078']","['T1555', 'T1136']",['T1078']
27538,"[
         ""sid"": ""27538"",
         ""Technique ID"": ""T1078"",
         ""Technique name"": ""Valid Accounts"",
         ""Quotes"": """"Valid Accounts techniques involve obtaining and abusing credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."""",
         ""Explanation"": ""This event is generated when a self-signed SSL certificate with a default organization name is detected, which can be an indication of an attempt to establish a covert channel or impersonate a legitimate organization.""
     },
     {
         ""sid"": ""27538"",
         ""Technique ID"": ""T1114"",
         ""Technique name"": ""Email Collection"",
         ""Quotes"": """"Email Collection techniques involve targeting user email to collect sensitive information."""",
         ""Explanation"": ""The use of a self-signed SSL certificate with a default organization name can be an attempt to bypass email security measures by impersonating a legitimate organization, allowing adversaries to collect sensitive information through phishing or other email-based attacks.""
     }
 ][
     {
         ""sid"": ""27538"",
         ""Technique ID"": ""T1078"",
         ""Technique name"": ""Valid Accounts"",
         ""Quotes"": """"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion."""",
         ""Explanation"": ""The rule indicates the presence of a self-signed SSL certificate with a default \""MyCompany Ltd\"" organization name, suggesting that an adversary may have obtained and abused valid credentials to create the certificate.""
     },
     {
         ""sid"": ""27538"",
         ""Technique ID"": ""T1114"",
         ""Technique name"": ""Email Collection"",
         ""Quotes"": """"Adversaries may target user email to collect sensitive information."""",
         ""Explanation"": ""The rule does not appear to be directly related to email collection, but it is possible that the adversary who obtained the valid credentials used them to access email accounts.""
     }
 ]
 {}
 ","['T1078', 'T1112', 'T1114', 'T1036', 'T1212']",['T1078'],"['T1078', 'T1114']","['T1078', 'T1114']",['T1078']
26353,"[
   {
     ""sid"": ""26353"",
     ""Technique ID"": ""T1484"",
     ""Technique name"": ""Domain Policy Modification"",
     ""Quotes"": """"Domain Policy Modification techniques involve modifying the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments. The rule detects an HTTP request to 'checkip.dyndns.org', which is a service used for dynamic DNS updates. Adversaries may use this service to modify DNS settings, potentially allowing them to redirect traffic or exfiltrate data."""",
     ""Explanation"": ""Domain Policy Modification involves modifying the domain configuration settings. The rule triggers on an HTTP request to a dynamic DNS service, which could potentially be used for malicious purposes.""
   },
   {
     ""sid"": ""26353"",
     ""Technique ID"": ""T1595"",
     ""Technique name"": ""Active Scanning"",
     ""Quotes"": """"Active Scanning techniques involve executing active reconnaissance scans to gather information that can be used during targeting. The rule detects an HTTP request to 'checkip.dyndns.org', which is a service used for dynamic DNS updates. Adversaries may use this service to gather information about the target network, such as IP addresses and DNS settings."""",
     ""Explanation"": ""The rule detects an HTTP request to a dynamic DNS service, which could be used for reconnaissance purposes or to gather information for targeting.""
   }
 ][
         ""sid"": ""26353"",
         ""Technique ID"": ""T1593"",
         ""Technique name"": ""Search Open Websites/Domains"",
         ""Quotes"": """"Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting"""",
         ""Explanation"": ""The rule looks for an HTTP request to checkip.dyndns.org, which is a service used to check the IP address of the system making the request. This information could be used by an adversary to identify and target the system.""
     ],
     [
         ""sid"": ""26353"",
         ""Technique ID"": ""T1114"",
         ""Technique name"": ""Email Collection"",
         ""Quotes"": """"Adversaries may target user email to collect sensitive information"""",
         ""Explanation"": ""The rule looks for an HTTP request to checkip.dyndns.org, which is a service used to check the IP address of the system making the request. This information could be used by an adversary to identify and target the system, including its email address.""
     ]
 {}
 ","['T1593', 'T1489', 'T1595', 'T1650', 'T1535', 'T1550', 'T1055', 'T1069', 'T1105', 'T1490', 'T1124', 'T1484', 'T1195', 'T1049', 'T1114', 'T1585', 'T1537', 'T1538']","['T1550', 'T1195']","['T1484', 'T1595', 'T1593', 'T1114']","['T1484', 'T1595']",['T1043']
1809,"[
         ""sid"": ""1809"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network"""",
         ""Explanation"": ""The rule indicates an attempt by a worm to exploit a vulnerability in Apache servers using chunked encoding.""
     ],
     [
         ""sid"": ""1809"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": """"Adversaries may exploit software vulnerabilities in client applications to execute code"""",
         ""Explanation"": ""The worm attempt may involve exploiting a vulnerability in the client application to execute malicious code on the server.""
     ]
 ]
 {}
 [
     {
         ""sid"": ""1809"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting a vulnerability in an Internet-facing host or system to initially access a network. The rule detects an attack targeting Apache servers, attempting to exploit a vulnerability using chunked-encoding, which is a common method used by attackers to compromise web applications."""",
         ""Explanation"": ""This event is generated when activity relating to a public web facing application exploit is detected.""
     },
     {
         ""sid"": ""1809"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute code. The rule matches requests containing a specific pattern in the 'X-CCCCCCC' header, which could be an indication of an attempt to exploit a vulnerability in the Apache web server or a client application that interacts with it."""",
         ""Explanation"": ""This event is generated when activity relating to exploitation of client applications is detected.""
     }
 ]","['T1190', 'T1202', 'T1491', 'T1203', 'T1070', 'T1112', 'T1578', 'T1499', 'T1498']","['T1190', 'T1070']","['T1190', 'T1203']","['T1190', 'T1203']",['T1190']
50954,"[
   {
     ""sid"": ""50954"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network."",
     ""Explanation"": ""This rule detects an attempt to exploit a vulnerability in a public-facing web application, which is a common technique used by attackers to gain initial access to a network.""
   },
   {
     ""sid"": ""50954"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Brute Force"",
     ""Quotes"": ""Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained."",
     ""Explanation"": ""This rule detects an attempt to brute-force the credentials of a web application, which is a common technique used by attackers to gain unauthorized access to accounts.""
   }
 ][
     ""sid"": ""50954"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"Exploit Public-Facing Application techniques involve targeting publicly accessible applications to gain initial access to a network. The rule looks for the string 'JHg9JF9QT1NUWy' in the HTTP header, which is associated with PHP exploits used by adversaries to compromise web applications and gain unauthorized access to the underlying system."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ],
     ""sid"": ""50954"",
     ""Technique ID"": ""T1110"",
     ""Technique name"": ""Brute Force"",
     ""Quotes"": """"Brute Force techniques involve repeatedly trying different combinations of usernames and passwords to gain access to a system. The rule associates the detected activity with a known backdoor used by PhpSploit, which typically employs brute-force methods to compromise target systems through weak or default credentials."""",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
 ][
   {
     ""sid"": ""50954"",
     ""Technique ID"": ""T1115"",
     ""Technique name"": ""Tor Anonymity"",
     ""Quotes"": """"Tor is a free software project and network that helps you defend against traffic analysis, a form of network surveillance that threatens personal privacy and freedom. Tor protects you by bouncing your communications around a distributed network of relays run by volunteers all over the world."""",
     ""Explanation"": ""This event is generated when a connection to a known bad website or IP address is detected.""
   },
   {
     ""sid"": ""50954"",
     ""Technique ID"": ""T1219"",
     ""Technique name"": ""Phishing"",
     ""Quotes"": """"Phishing attacks attempt to obtain credentials by imitating a legitimate website or email communication. The adversary directs the user to a website or document, which is designed to mimic the real website or email"""",
     ""Explanation"": ""This event is generated when a phishing email is detected.""
   }
 ]","['T1071', 'T1189', 'T1133', 'T1560', 'T1110', 'T1190', 'T1570', 'T1105', 'T1654', 'T1123', 'T1059', 'T1003']","['T1071', 'T1189']","['T1190', 'T1110', 'T1115', 'T1219']","['T1190', 'T1110']",['T1505']
35110,"[
         ""sid"": ""35110"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": """"Drive-by Compromise involves adversaries leveraging a user's visit to a compromised website to infect their system. The rule triggers when an exploit kit (Angler) is detected in Flash actionscript, indicating an attempt to exploit a user's browser during a typical browsing session."""",
         ""Explanation"": ""This event is generated when activity relating to an exploit kit is detected.""
     ],
     [
         ""sid"": ""35110"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve targeting vulnerabilities in Internet-facing applications or systems for initial access. In this case, the Angler exploit kit attempts to exploit weaknesses in the Flash plugin commonly used in browsers, which is a typical method used by adversaries to gain access to a system."""",
         ""Explanation"": ""This event is generated when activity relating to an exploit kit is detected.""
     ]
 ][
     {
         ""sid"": ""35110"",
         ""Technique ID"": ""T1189"",
         ""Technique name"": ""Drive-by Compromise"",
         ""Quotes"": """"Drive-by Compromise techniques involve tricking a user into unwittingly visiting a malicious website that hosts an exploit kit or other malware. The rule detects an obfuscated Flash action script class name associated with the Angler exploit kit, which is commonly used in drive-by compromise attacks to exploit vulnerabilities in web browsers."""",
         ""Explanation"": ""This event is generated when activity relating to an exploit kit is detected.""
     },
     {
         ""sid"": ""35110"",
         ""Technique ID"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": """"Exploitation for Client Execution techniques involve exploiting software vulnerabilities in client applications to execute malicious code. In this case, the Angler exploit kit is known to target vulnerabilities in web browsers and other client-side applications to achieve code execution on the victim's machine."""",
         ""Explanation"": ""Exploit kits commonly use client-side vulnerabilities to achieve code execution on victim machines.""
     }
 ]{}","['T1189', 'T1190', 'T1199', 'T1203', 'T1105', 'T1570', 'T1068']","['T1189', 'T1190']","['T1189', 'T1190', 'T1203']","['T1189', 'T1190']",['T1027']
28931,"[
     {
         ""sid"": ""28931"",
         ""Technique ID"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": """"Exploit Public-Facing Application techniques involve exploiting a vulnerability in an Internet-facing host or system to gain access to a network. The rule's reference to ""Microsoft Internet Explorer CHM file load attempt"" suggests that an attacker is attempting to exploit a vulnerability in the CHM (Compiled HTML Help) file handling mechanism of Internet Explorer, which is a common attack vector for exploiting public-facing web applications."""",
         ""Explanation"": ""This rule will be triggered if the system detects an attempt to load a CHM file using Microsoft Internet Explorer.""
     },
     {
         ""sid"": ""28931"",
         ""Technique ID"": ""T1087"",
         ""Technique name"": ""Account Discovery"",
         ""Quotes"": """"Account Discovery techniques involve identifying and gathering information about user accounts, including usernames, email addresses, and other identifying information. The rule's mention of ""showHelp("" in the context of CHM file loading suggests that an attacker is attempting to leverage the CHM file format to gain information about the system or user, such as by displaying sensitive information as part of the CHM content."""",
         ""Explanation"": ""If an attacker is attempting to load a CHM file using Microsoft Internet Explorer, it is possible that the attacker is attempting to discover user accounts on the system.""
     }
 ][
     {
         ""sid"": ""28931"",
         ""Technique Id"": ""T1190"",
         ""Technique name"": ""Exploit Public-Facing Application"",
         ""Quotes"": ""Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. This rule detects an attempted exploit of a Microsoft Internet Explorer CHM file load vulnerability, which could allow an attacker to execute arbitrary code on the target system."",
         ""Explanation"": ""This event is raised when a server responds with a 404 status code to a request that includes a string indicating a request for a CHM file.""
     },
     {
         ""sid"": ""28931"",
         ""Technique Id"": ""T1203"",
         ""Technique name"": ""Exploitation for Client Execution"",
         ""Quotes"": ""Adversaries may exploit software vulnerabilities in client applications to execute code. This rule detects an attempted exploit of a Microsoft Internet Explorer CHM file load vulnerability, which could allow an attacker to execute arbitrary code on the target system."",
         ""Explanation"": ""This event is raised when a server responds with a 404 status code to a request that includes a string indicating a request for a CHM file.""
     }
 ][
         ""sid"": ""28931"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Ingress Tool Transfer techniques involve transferring tools or other files from an external system into a compromised environment. CHM files can be used as a method of transferring malicious tools or scripts onto a victim's system."""",
         ""Explanation"": ""This event is generated when activity relating to a file download is detected.""
     ]","['T1190', 'T1221', 'T1087', 'T1197', 'T1105', 'T1203', 'T1559', 'T1189', 'T1566', 'T1574', 'T1484']","['T1189', 'T1190']","['T1190', 'T1087', 'T1203', 'T1105']","['T1190', 'T1087']",['T1218']
44689,"
 {}
 
 {}
 [
   {
     ""sid"": ""44689"",
     ""Technique ID"": ""T1041"",
     ""Technique Name"": ""Exfiltration Over C2 Channel"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over an existing command and control channel. The rule indicates the presence of malware (Win.Trojan.Gen) that is attempting to Establish an outbound connection to an external IP address using HTTP and specifically targeting the ""/aspnet_client/system_web/4_0_30319/update/"" URI, which is a common method used by malware to exfiltrate data to a command and control server."",
     ""Explanation"": ""This event is generated when activity relating to malware is detected.""
   },
   {
     ""sid"": ""44689"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment. The rule indicates the presence of malware (Win.Trojan.Gen) attempting to establish an outbound connection to an external IP address using HTTP and specifically targeting the ""/aspnet_client/system_web/4_0_30319/update/"" URI, which could be a potential indication of malware attempting to download additional tools or components from a remote server."",
     ""Explanation"": """"
   }
 ]","['T1041', 'T1133', 'T1040', 'T1048', 'T1566', 'T1572', 'T1056', 'T1105', 'T1597', 'T1111', 'T1485', 'T1132', 'T1190']","['T1566', 'T1056']","['T1041', 'T1105']","['T1041', 'T1105']",['T1071']
37313,"[
         {
             ""sid"": ""37313"",
             ""Technique ID"": ""T1048"",
             ""Technique name"": ""Exfiltration Over Alternative Protocol"",
             ""Quotes"": """"Exfiltration Over Alternative Protocol techniques involve stealing data by exfiltrating it over a different protocol than that of the existing command and control channel. The rule detects an attempt to exfiltrate data via SMTP by including external entity data in an HTTP request, indicating a potential attempt to bypass traditional network security controls."""",
             ""Explanation"": ""This event is generated when a file upload from an external entity is detected.""
         },
         {
             ""sid"": ""37313"",
             ""Technique ID"": ""T1110"",
             ""Technique name"": ""Brute Force"",
             ""Quotes"": """"Brute Force techniques involve using trial-and-error to guess valid credentials or encryption keys. The rule indicates an attempt to exfiltrate data using SMTP, which commonly involves brute-forcing weak or default credentials on mail servers."""",
             ""Explanation"": ""This event is generated when activity relating to brute force attacks is detected.""
         }
     ][
   {
     ""sid"": ""37313"",
     ""Technique ID"": ""T1048"",
     ""Technique Name"": ""Exfiltration Over Alternative Protocol"",
     ""Quotes"": ""Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel"",
     ""Explanation"": ""This event is generated when a file is exfiltrated over an alternative protocol, like SMTP.""
   },
   {
     ""sid"": ""37313"",
     ""Technique ID"": ""T1105"",
     ""Technique Name"": ""Ingress Tool Transfer"",
     ""Quotes"": ""Adversaries may transfer tools or other files from an external system into a compromised environment"",
     ""Explanation"": ""This event is generated when a file is transferred from an external system into a compromised environment.""
   }
 ][
         ""sid"": ""37313"",
         ""Technique ID"": ""T1048"",
         ""Technique name"": ""Exfiltration Over Alternative Protocol"",
         ""Quotes"": """"Adversaries may steal data by exfiltrating it over a different protocol than that of the existing command and control channel."""",
         ""Explanation"": ""This rule detects attempts to exfiltrate data over SMTP, which is an alternative protocol to the usual command and control channels used by malware.""
     ],
     [
         ""sid"": ""37313"",
         ""Technique ID"": ""T1105"",
         ""Technique name"": ""Ingress Tool Transfer"",
         ""Quotes"": """"Adversaries may transfer tools or other files from an external system into a compromised environment."""",
         ""Explanation"": ""This rule detects attempts to transfer files into the compromised environment using SMTP, which could be used to deploy additional tools or malware.""
     ]
 ]","['T1048', 'T1110', 'T1599', 'T1112', 'T1021', 'T1105', 'T1562', 'T1565', 'T1041', 'T1566', 'T1071', 'T1072', 'T1047', 'T1059', 'T1580']","['T1071', 'T1021']","['T1048', 'T1110', 'T1105']","['T1048', 'T1505']",['T1020']
49529,"[
     ""sid"": ""49529"",
     ""Technique ID"": ""T1574"",
     ""Technique name"": ""Hijack Execution Flow"",
     ""Quotes"": """"Hijack Execution Flow techniques involve altering the execution flow of a program or script in order to gain control of the program or execute malicious code. The rule indicates the detection of an attempt to download a file named ""poisoners.NBTNS"" over a file transfer protocol, which could be related to attempts to hijack the execution flow of a vulnerable program or system."""",
     ""Explanation"": """"The file_data keyword indicates that the rule is looking for the file poisoners.NBTNS which is related to Responder poisoning attacks.""""
 ],
     ""sid"": ""49529"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"Exploit Public-Facing Application techniques involve attacking a publicly accessible application to gain initial access to a network. The rule indicates the detection of an attempt to download a file named ""poisoners.NBTNS"" over a file transfer protocol, which could be related to attempts to exploit a vulnerability in a publicly-facing application to gain access to a network."""",
     ""Explanation"": """"The rule is detecting an attempt to download a file poisoners.NBTNS over FTP/HTTP/IMAP/POP3 which are all public facing protocols.""""
 ][
     {
         ""sid"": ""49529"",
         ""Technique ID"": ""T1584"",
         ""Technique name"": ""Compromise Infrastructure"",
         ""Quotes"": """"Compromise Infrastructure involves adversaries compromising a third-party infrastructure or platform to gain an advantage over an intended target. The rule indicates the presence of an attempt to download a responder poisoner, which is a tool used to compromise a network infrastructure and enable Man-in-the-Middle attacks."""",
         ""Explanation"": ""This event is generated when IDS detects an attack that falls into the class of Misc. Attacks (Miscellaneous attacks include potential probing, scanning, or other reconnaissance activities, and various attacks that do not fit into other attack classes).""
     }
 ][
     ""sid"": ""49529"",
     ""Technique ID"": ""T1190"",
     ""Technique name"": ""Exploit Public-Facing Application"",
     ""Quotes"": """"includes exploiting publicly accessible web applications"""",
     ""Explanation"": ""The rule is triggered by a poisoning attempt that downloads a file named 'poisoners.NBTNS', this type of poisoning is usually done by exploiting a publicly accessible web application.""
 ]","['T1135', 'T1219', 'T1190', 'T1543', 'T1584', 'T1074', 'T1140', 'T1056', 'T1105', 'T1530', 'T1622', 'T1570', 'T1110', 'T1048', 'T1566', 'T1197', 'T1133', 'T1018', 'T1574']","['T1219', 'T1190']","['T1574', 'T1190', 'T1584']","['T1190', 'T1574']",['T1187']
40811,"
 {}
 [
         {
             ""sid"": ""40811"",
             ""Technique ID"": ""T1498"",
             ""Technique Name"": ""Network Denial of Service"",
             ""Quotes"": """"Network Denial of Service (DoS) attacks attempt to disrupt or deny access to targeted systems by flooding them with excessive traffic or exploiting vulnerabilities to exhaust resources."""",
             ""Explanation"": ""This rule triggers when an NTP origin timestamp denial of service attack is detected. DoS attacks aim to overwhelm the target with excessive traffic, disrupting service availability.""
         },
         {
             ""sid"": ""40811"",
             ""Technique ID"": ""T1499"",
             ""Technique Name"": ""Endpoint Denial of Service"",
             ""Quotes"": """"Endpoint Denial of Service (DoS) attacks target endpoints (individual systems) to degrade or block their availability or services. The rule detects an attempt to flood the target with excessive UDP packets on port 123, potentially leading to DoS on endpoint devices."""",
             ""Explanation"": ""This rule triggers when an NTP origin timestamp denial of service attack is detected. DoS attacks aim to overwhelm the target with excessive traffic, disrupting service availability on endpoints.""
         }
     ][
   {
     ""sid"": ""40811"",
     ""Technique ID"": ""T1498"",
     ""Technique name"": ""Network Denial of Service"",
     ""Quotes"": """"Network Denial of Service (DoS) attacks are designed to overwhelm a target system with a flood of traffic, causing it to become unavailable to legitimate users. The rule triggers on an attempt to exploit a DoS vulnerability in the Network Time Protocol (NTP), which involves sending specially crafted packets to disrupt the target's ability to process time synchronization requests."""",
     ""Explanation"": ""This event is generated when a server is attempting a NTP (Network Time Protocol) origin timestamp denial of service.""
   },
   {
     ""sid"": ""40811"",
     ""Technique ID"": ""T1490"",
     ""Technique name"": ""Inhibit System Recovery"",
     ""Quotes"": """"Inhibit System Recovery techniques involve disabling or removing system functions that are designed to aid in the recovery of a compromised system. The rule aims to detect an attempt to exploit a vulnerability in NTP that could potentially lead to the disruption of critical system services, such as the ability to restart or restore the system."""",
     ""Explanation"": ""This event is generated when a server is attempting a NTP (Network Time Protocol) origin timestamp denial of service.""
   }
 ]","['T1498', 'T1499', 'T1490', 'T1656', 'T1040']",['T1040'],"['T1498', 'T1499', 'T1490']","['T1498', 'T1499']",['T1547']
